Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: accountName,Spreadsheet: postText,Spreadsheet: postImage,Spreadsheet: accountimage,Spreadsheet: commentnum,Spreadsheet: sharenum,Spreadsheet: reactionum,Spreadsheet: like,Spreadsheet: heart,Spreadsheet: laugh,Spreadsheet: surprise,Spreadsheet: sad,Spreadsheet: disgust,Spreadsheet: angry,Spreadsheet: commentacc1,Spreadsheet: comment1,Spreadsheet: item,Spreadsheet: randomise,Spreadsheet: type
11,1758799275695,25/09/2025 11:21:15,1758799275695,1,25/09/2025 12:21:15,239176,3,task-qm8h,,49415580,BLINDED,14139671,,complete,,68d523d10315f10b213363ec,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,9,post_single,Screen 1,yruilm,1,continue,,16993.39999985695,16983.599999999977,16993.39999985695,16993.39999985695,16983.599999999977,16993.39999985695,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,local dave,Just wanted to recommend a place to eat called Sarvs Slice. It serves Detroit style pizza and I have  been there twice this week. Absolutely amazing.,slice.png,slice ID.png,1,32,11,5,4,,,,2,,Chet_W5,"I do want to try Detroit style ,and that looks very good. Will check it out ",pizza,1,filler
12,1758799297022,25/09/2025 11:21:37,1758799297022,1,25/09/2025 12:21:37,239176,3,task-qm8h,,49415580,BLINDED,14139671,,complete,,68d523d10315f10b213363ec,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,10,post_single,Screen 1,yruilm,1,continue,,21336.900000000023,21333.600000000035,21336.900000000023,21336.900000000023,21333.600000000035,21336.900000000023,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,daily_hack_zone,Cooking secret 🤫 #KitchenHack #LifeHacks #WhiskTrick #SmartTips #EverydayHacks#cooking #momhacks,avo.gif,avoID.png,6,77483,3,3,,,,,,,lia_m,Great - if you can find a ripe one!,avocado,1,filler
13,1758799317695,25/09/2025 11:21:57,1758799317695,1,25/09/2025 12:21:57,239176,3,task-qm8h,,49415580,BLINDED,14139671,,complete,,68d523d10315f10b213363ec,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,11,post_single,Screen 1,yruilm,1,continue,,20676.29999999999,20667.099999999977,20676.29999999999,20676.29999999999,20667.099999999977,20676.29999999999,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,Washington Post,"Former president Barack Obama and former first lady Michelle Obama addressed speculation about a divorce in her new podcast episode. ""She took me back!"" Barack Obama joked. ""It was touch and go for awhile!""",filler_ob.jpg,wp.jpg,45,243,0,212,,,,,,,susanspec,Michelle for prez!!,washpo,1,filler
14,1758799358158,25/09/2025 11:22:38,1758799358158,1,25/09/2025 12:22:38,239176,3,task-qm8h,,49415580,BLINDED,14139671,,complete,,68d523d10315f10b213363ec,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,12,post_single,Screen 1,yruilm,1,continue,,40472.99999995233,40466.5,40472.99999995233,40472.99999995233,40466.5,40472.99999995233,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,history of the World,"On an ordinary summer morning in 2005, a bored and restless Canadian named Kyle MacDonald sat at his desk, staring at a small red paperclip lying nearby. Out of nowhere, a wild, ridiculous idea struck him: *“What if I could trade this paperclip… and keep trading up until I get a house?”* His heart pounded. He laughed at the absurdity—but then decided to give it a try.
His first trade was simple: he posted a photo of the red paperclip online and someone offered him a novelty fish-shaped pen in exchange. That pen led to a hand-sculpted doorknob, then a camping stove, then a generator, and eventually a snowmobile. As his trades gained attention, people from across the internet followed his journey, and the offers became more bizarre and exciting. At one point, he traded for a recording contract, then for a role in an actual Hollywood film.
Finally, after just 14 trades, the town of Kipling in Saskatchewan made him an unbelievable offer: *“Give us the movie role, and we’ll give you a house.”* Kyle accepted—and moved into his new home, keys in hand. What began as a joke became an internet legend. He wrote a book called *One Red Paperclip""* and inspired millions with his creative thinking and fearless ambition. Sometimes, all it takes to change your life is a tiny red paperclip—and the courage to start your own crazy game.""",paperclip pic.png,paperclip ID.png,23,13,55,55,,,,,,,,,swaps,1,filler
15,1758799373110,25/09/2025 11:22:53,1758799373110,1,25/09/2025 12:22:53,239176,3,task-qm8h,,49415580,BLINDED,14139671,,complete,,68d523d10315f10b213363ec,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,13,post_single,Screen 1,yruilm,1,continue,,14958.59999985696,14949.200000000012,14958.59999985696,14958.59999985696,14949.200000000012,14958.59999985696,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,davidbeckham,Great evening with great company 🏆 @stellaartois 🍺 @arynasabalenka @nickjonas @rachelbrosnahan @mariasharapova,beckham.png,beckhamID.png,7868,2344,2480,2453,12,1,,14,,,,,beckham,1,filler
16,1758799386982,25/09/2025 11:23:06,1758799386982,1,25/09/2025 12:23:06,239176,3,task-qm8h,,49415580,BLINDED,14139671,,complete,,68d523d10315f10b213363ec,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,14,post_single,Screen 1,yruilm,1,continue,,13881,13867.299999999988,13881,13881,13867.299999999988,13881,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,zachking,Guess the top speed of the Japanese bullet train!,train-ezgif.com-loop-count.gif,train.png,78,14539,547,322,,225,,,,,,,train,1,filler
17,1758799394174,25/09/2025 11:23:14,1758799394174,1,25/09/2025 12:23:14,239176,3,task-qm8h,,49415580,BLINDED,14139671,,complete,,68d523d10315f10b213363ec,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,15,post_single,Screen 1,yruilm,1,continue,,7205.299999904644,7199.900000000023,7205.299999904644,7205.299999904644,7199.900000000023,7205.299999904644,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,chad_s,There is no in between 🐶😂❤️,puppy image.png,puppyID.png,57,2,100,23,45,32,,,,,,,puppy,1,filler
18,1758799408142,25/09/2025 11:23:28,1758799408142,1,25/09/2025 12:23:28,239176,3,task-qm8h,,49415580,BLINDED,14139671,,complete,,68d523d10315f10b213363ec,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,16,post_single,Screen 1,yruilm,1,continue,,13973.899999904621,13966.099999999977,13973.899999904621,13973.899999904621,13966.099999999977,13973.899999904621,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,fashion_now567,Last Day 🔥 Promotion 50% OFF A Bluetooth fashion smartwatch.🔥 $85.69 redcued to $59.99 Save 30%. HURRY! ONLY 45 LEFT IN STOCK. 98% customer buy 2-4 items to use daily and gifts for their beloved one. Sale ending in 2:43 hours,watch1.jpg,,,87,0,45,13,,7,,,,fangirl444,GREAT!!!! ARRIVED QUICKLY AND SAVED ££££,watch,1,filler
19,1758799408146,25/09/2025 11:23:28,1758799408146,1,25/09/2025 12:23:28,239176,3,task-qm8h,,49415580,BLINDED,14139671,,complete,,68d523d10315f10b213363ec,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,,,,,,,info,END,,,515034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1758798854849,25/09/2025 11:14:14,1758798854849,1,25/09/2025 12:14:14,239176,3,task-qm8h,,49415535,BLINDED,14139672,,complete,,68d523caefa1627e6352beca,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1758798862091,25/09/2025 11:14:22,1758798862091,1,25/09/2025 12:14:22,239176,3,task-qm8h,,49415535,BLINDED,14139672,,complete,,68d523caefa1627e6352beca,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,1,instr,Screen 1,3y5lbv,1,continue,,7249.942000011921,7246.5419999999995,7249.942000011921,7249.942000011921,7246.5419999999995,7249.942000011921,1,0,0,,Click To Continue,Continue Button,2,object-23,instr,,,,,,,,,,,,,,,,,instr,,
3,1758798901705,25/09/2025 11:15:01,1758798901705,1,25/09/2025 12:15:01,239176,3,task-qm8h,,49415535,BLINDED,14139672,,complete,,68d523caefa1627e6352beca,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,1,post_single,Screen 1,yruilm,1,continue,,39618.699999964236,39615.7,39618.699999964236,39618.699999964236,39615.7,39618.699999964236,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,history of the World,"On an ordinary summer morning in 2005, a bored and restless Canadian named Kyle MacDonald sat at his desk, staring at a small red paperclip lying nearby. Out of nowhere, a wild, ridiculous idea struck him: *“What if I could trade this paperclip… and keep trading up until I get a house?”* His heart pounded. He laughed at the absurdity—but then decided to give it a try.
His first trade was simple: he posted a photo of the red paperclip online and someone offered him a novelty fish-shaped pen in exchange. That pen led to a hand-sculpted doorknob, then a camping stove, then a generator, and eventually a snowmobile. As his trades gained attention, people from across the internet followed his journey, and the offers became more bizarre and exciting. At one point, he traded for a recording contract, then for a role in an actual Hollywood film.
Finally, after just 14 trades, the town of Kipling in Saskatchewan made him an unbelievable offer: *“Give us the movie role, and we’ll give you a house.”* Kyle accepted—and moved into his new home, keys in hand. What began as a joke became an internet legend. He wrote a book called *One Red Paperclip""* and inspired millions with his creative thinking and fearless ambition. Sometimes, all it takes to change your life is a tiny red paperclip—and the courage to start your own crazy game.""",paperclip pic.png,paperclip ID.png,23,13,55,55,,,,,,,,,swaps,1,filler
4,1758798922104,25/09/2025 11:15:22,1758798922104,1,25/09/2025 12:15:22,239176,3,task-qm8h,,49415535,BLINDED,14139672,,complete,,68d523caefa1627e6352beca,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,2,post_single,Screen 1,yruilm,1,action,like,20391.1,20391.1,20401.4,20391.1,20391.1,20401.4,1,10.30000000000291,0,react,Social Media,Social Media,1,object-19,post_single,Hugo Spiers,"Fancy backing a film, supporting a crazy research expedition and helping enhance the lives of people in one of the most remote parts of our planet... ?! In 3 weeks I'll be leading a research expedition to understand the incredible knoweldge of indigenous sailors of the Marshall Islands. We we will be making a documentary about this research and bringing food and fishing gear to the atoll of Aur. Please donate $5 for our crowd funder!",hugopost.jpg,hugo.jpg,,543,0,4,3,,,,,,,,yacht,1,filler
5,1758798923445,25/09/2025 11:15:23,1758798923445,1,25/09/2025 12:15:23,239176,3,task-qm8h,,49415535,BLINDED,14139672,,complete,,68d523caefa1627e6352beca,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,2,post_single,Screen 1,yruilm,1,continue,,21742.9,21739.9,21742.9,21742.9,21739.9,21742.9,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,Hugo Spiers,"Fancy backing a film, supporting a crazy research expedition and helping enhance the lives of people in one of the most remote parts of our planet... ?! In 3 weeks I'll be leading a research expedition to understand the incredible knoweldge of indigenous sailors of the Marshall Islands. We we will be making a documentary about this research and bringing food and fishing gear to the atoll of Aur. Please donate $5 for our crowd funder!",hugopost.jpg,hugo.jpg,,543,0,4,3,,,,,,,,yacht,1,filler
6,1758798923446,25/09/2025 11:15:23,1758798923446,1,25/09/2025 12:15:23,239176,3,task-qm8h,,49415535,BLINDED,14139672,,complete,,68d523caefa1627e6352beca,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,2,post_single,Screen 1,yruilm,1,response,like,20391.1,21739.9,21743.4,20391.1,21739.9,21743.4,1,1352.300000000003,0,react,Social Media,Social Media,1,object-19,post_single,Hugo Spiers,"Fancy backing a film, supporting a crazy research expedition and helping enhance the lives of people in one of the most remote parts of our planet... ?! In 3 weeks I'll be leading a research expedition to understand the incredible knoweldge of indigenous sailors of the Marshall Islands. We we will be making a documentary about this research and bringing food and fishing gear to the atoll of Aur. Please donate $5 for our crowd funder!",hugopost.jpg,hugo.jpg,,543,0,4,3,,,,,,,,yacht,1,filler
7,1758798928277,25/09/2025 11:15:28,1758798928277,1,25/09/2025 12:15:28,239176,3,task-qm8h,,49415535,BLINDED,14139672,,complete,,68d523caefa1627e6352beca,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,3,post_single,Screen 1,yruilm,1,continue,,4835,4831.199999999997,4835,4835,4831.199999999997,4835,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,fashion_now567,Last Day 🔥 Promotion 50% OFF A Bluetooth fashion smartwatch.🔥 $85.69 redcued to $59.99 Save 30%. HURRY! ONLY 45 LEFT IN STOCK. 98% customer buy 2-4 items to use daily and gifts for their beloved one. Sale ending in 2:43 hours,watch1.jpg,,,87,0,45,13,,7,,,,fangirl444,GREAT!!!! ARRIVED QUICKLY AND SAVED ££££,watch,1,filler
8,1758798944319,25/09/2025 11:15:44,1758798944319,1,25/09/2025 12:15:44,239176,3,task-qm8h,,49415535,BLINDED,14139672,,complete,,68d523caefa1627e6352beca,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,4,post_single,Screen 1,yruilm,1,action,heart,16042.699999999997,16042.699999999997,16045.699999976161,16042.699999999997,16042.699999999997,16045.699999976161,1,2.999999976163963,0,react,Social Media,Social Media,1,object-19,post_single,nasa,"Launching later this month, two new NASA missions will study bursts of solar energy that can impact technology and astronauts exploring space.

When the Sun’s magnetic fields reconnect and create a solar flare, it sends out streams of charged particles. NASA’s Interstellar Mapping and Acceleration Probe, or IMAP, will track this solar wind as it reaches the boundaries of the solar system and interacts with the local galactic neighborhood beyond.

IMAP will also be able to help provide real-time observations of the solar wind as it approaches Earth, providing about a half-hour’s warning of harmful radiation for spacecraft and astronauts. As Artemis astronauts venture beyond Earth’s magnetic protection to the Moon and Mars, IMAP’s data becomes ever more crucial to fill in missing puzzle pieces that will help mission planners predict and mitigate the effects of space weather.

It will share a ride to space with NASA’s Carruthers Geocorona Observatory. Carruthers will use its post nearly a million miles from Earth to view the exosphere, our home planet’s outermost atmospheric layer that plays a role in space weather.",nasa.png,nasaID.png,337,957,202,125,32,,45,,,,,,nasa,1,filler
9,1758798946127,25/09/2025 11:15:46,1758798946127,1,25/09/2025 12:15:46,239176,3,task-qm8h,,49415535,BLINDED,14139672,,complete,,68d523caefa1627e6352beca,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,4,post_single,Screen 1,yruilm,1,continue,,17853.100000011924,17841.90000000001,17853.100000011924,17853.100000011924,17841.90000000001,17853.100000011924,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,nasa,"Launching later this month, two new NASA missions will study bursts of solar energy that can impact technology and astronauts exploring space.

When the Sun’s magnetic fields reconnect and create a solar flare, it sends out streams of charged particles. NASA’s Interstellar Mapping and Acceleration Probe, or IMAP, will track this solar wind as it reaches the boundaries of the solar system and interacts with the local galactic neighborhood beyond.

IMAP will also be able to help provide real-time observations of the solar wind as it approaches Earth, providing about a half-hour’s warning of harmful radiation for spacecraft and astronauts. As Artemis astronauts venture beyond Earth’s magnetic protection to the Moon and Mars, IMAP’s data becomes ever more crucial to fill in missing puzzle pieces that will help mission planners predict and mitigate the effects of space weather.

It will share a ride to space with NASA’s Carruthers Geocorona Observatory. Carruthers will use its post nearly a million miles from Earth to view the exosphere, our home planet’s outermost atmospheric layer that plays a role in space weather.",nasa.png,nasaID.png,337,957,202,125,32,,45,,,,,,nasa,1,filler
10,1758798946127,25/09/2025 11:15:46,1758798946127,1,25/09/2025 12:15:46,239176,3,task-qm8h,,49415535,BLINDED,14139672,,complete,,68d523caefa1627e6352beca,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,4,post_single,Screen 1,yruilm,1,response,heart,16042.699999999997,17841.90000000001,17853.39999996424,16042.699999999997,17841.90000000001,17853.39999996424,1,1810.699999964243,0,react,Social Media,Social Media,1,object-19,post_single,nasa,"Launching later this month, two new NASA missions will study bursts of solar energy that can impact technology and astronauts exploring space.

When the Sun’s magnetic fields reconnect and create a solar flare, it sends out streams of charged particles. NASA’s Interstellar Mapping and Acceleration Probe, or IMAP, will track this solar wind as it reaches the boundaries of the solar system and interacts with the local galactic neighborhood beyond.

IMAP will also be able to help provide real-time observations of the solar wind as it approaches Earth, providing about a half-hour’s warning of harmful radiation for spacecraft and astronauts. As Artemis astronauts venture beyond Earth’s magnetic protection to the Moon and Mars, IMAP’s data becomes ever more crucial to fill in missing puzzle pieces that will help mission planners predict and mitigate the effects of space weather.

It will share a ride to space with NASA’s Carruthers Geocorona Observatory. Carruthers will use its post nearly a million miles from Earth to view the exosphere, our home planet’s outermost atmospheric layer that plays a role in space weather.",nasa.png,nasaID.png,337,957,202,125,32,,45,,,,,,nasa,1,filler
11,1758798954823,25/09/2025 11:15:54,1758798954823,1,25/09/2025 12:15:54,239176,3,task-qm8h,,49415535,BLINDED,14139672,,complete,,68d523caefa1627e6352beca,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,5,post_single,Screen 1,yruilm,1,action,share,8696.099999999991,8696.099999999991,8707.099999988073,8696.099999999991,8696.099999999991,8707.099999988073,1,10.999999988081981,0,share,Social Media,Social Media,1,object-19,post_single,lyrics art,,lyricsPic.png,lyricsID.png,2,5,3,2,1,,,,,,,,lyrics,1,filler
12,1758798955798,25/09/2025 11:15:55,1758798955798,1,25/09/2025 12:15:55,239176,3,task-qm8h,,49415535,BLINDED,14139672,,complete,,68d523caefa1627e6352beca,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,5,post_single,Screen 1,yruilm,1,continue,,9682.599999988073,9679.299999999988,9682.599999988073,9682.599999988073,9679.299999999988,9682.599999988073,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,lyrics art,,lyricsPic.png,lyricsID.png,2,5,3,2,1,,,,,,,,lyrics,1,filler
13,1758798955798,25/09/2025 11:15:55,1758798955798,1,25/09/2025 12:15:55,239176,3,task-qm8h,,49415535,BLINDED,14139672,,complete,,68d523caefa1627e6352beca,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,5,post_single,Screen 1,yruilm,1,response,share,8696.099999999991,9679.299999999988,9682.899999999994,8696.099999999991,9679.299999999988,9682.899999999994,1,986.8000000000029,0,share,Social Media,Social Media,1,object-19,post_single,lyrics art,,lyricsPic.png,lyricsID.png,2,5,3,2,1,,,,,,,,lyrics,1,filler
14,1758798959974,25/09/2025 11:15:59,1758798959974,1,25/09/2025 12:15:59,239176,3,task-qm8h,,49415535,BLINDED,14139672,,complete,,68d523caefa1627e6352beca,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,6,post_single,Screen 1,yruilm,1,continue,,4179.600000000006,4164.400000000009,4179.600000000006,4179.600000000006,4164.400000000009,4179.600000000006,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,zachking,Guess the top speed of the Japanese bullet train!,train-ezgif.com-loop-count.gif,train.png,78,14539,547,322,,225,,,,,,,train,1,filler
15,1758798963450,25/09/2025 11:16:03,1758798963450,1,25/09/2025 12:16:03,239176,3,task-qm8h,,49415535,BLINDED,14139672,,complete,,68d523caefa1627e6352beca,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,7,post_single,Screen 1,yruilm,1,continue,,3491.2999999642343,3482.399999999994,3491.2999999642343,3491.2999999642343,3482.399999999994,3491.2999999642343,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,chad_s,There is no in between 🐶😂❤️,puppy image.png,puppyID.png,57,2,100,23,45,32,,,,,,,puppy,1,filler
16,1758798974247,25/09/2025 11:16:14,1758798974247,1,25/09/2025 12:16:14,239176,3,task-qm8h,,49415535,BLINDED,14139672,,complete,,68d523caefa1627e6352beca,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,8,post_single,Screen 1,yruilm,1,continue,,10805.600000011924,10794.600000000006,10805.600000011924,10805.600000011924,10794.600000000006,10805.600000011924,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,North London Council,"🌳 Help water our street trees this summer 🌞 Our street trees are feeling the heat and could use a little extra help to stay healthy and green 🥵 We’re lucky to have over 2,500 young trees across the borough, and while our teams are out daily watering them, young trees need up to 80 litres of water a week — especially during hot, dry weather.
Here’s how you can help: 💧If you’re walking by, top up the green watering bag,  pour water into the pipe, or water the soil around the tree 🚰 You can reuse rainwater, bath water, or even leftover washing-up water (it’s safe for the trees!) 🌅  Try to water in the morning or evening when it’s cooler — but any time helps. Trees clean our air, cool our streets, support birds and insects, and make our neighbourhoods more beautiful. Let’s return the favour and help them thrive! Thank you for helping to support our local trees 🙏",tree1.jpg,londoncouncil.jpg,,24,7,6,1,,,,,,,,trees,2,trees
17,1758798984247,25/09/2025 11:16:24,1758798984247,1,25/09/2025 12:16:24,239176,3,task-qm8h,,49415535,BLINDED,14139672,,complete,,68d523caefa1627e6352beca,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,9,post_single,Screen 1,yruilm,1,action,heart,9995.399999999994,9995.399999999994,10010.799999964234,9995.399999999994,9995.399999999994,10010.799999964234,1,15.399999964240124,0,react,Social Media,Social Media,1,object-19,post_single,natgeo,"Photo by @chrisburkard | Russia's remote, volcanic Kuril Islands sit along the Pacific Ring of Fire where runoff from the land creates dramatic color shifts in the water. The vibrant patterns are caused by suspended minerals and silt, constantly reshaped by tides and wind. In a region defined by isolation and tectonic unrest, even the ocean becomes a canvas of motion and change.",natgeo.png,natgoeID.png,45,98,30,3,22,,5,,,,gzh43_bristol,"Real, or AI??",natgeo,1,filler
18,1758798985301,25/09/2025 11:16:25,1758798985301,1,25/09/2025 12:16:25,239176,3,task-qm8h,,49415535,BLINDED,14139672,,complete,,68d523caefa1627e6352beca,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,9,post_single,Screen 1,yruilm,1,continue,,11065.099999976155,11061.999999999985,11065.099999976155,11065.099999976155,11061.999999999985,11065.099999976155,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,natgeo,"Photo by @chrisburkard | Russia's remote, volcanic Kuril Islands sit along the Pacific Ring of Fire where runoff from the land creates dramatic color shifts in the water. The vibrant patterns are caused by suspended minerals and silt, constantly reshaped by tides and wind. In a region defined by isolation and tectonic unrest, even the ocean becomes a canvas of motion and change.",natgeo.png,natgoeID.png,45,98,30,3,22,,5,,,,gzh43_bristol,"Real, or AI??",natgeo,1,filler
19,1758798985303,25/09/2025 11:16:25,1758798985303,1,25/09/2025 12:16:25,239176,3,task-qm8h,,49415535,BLINDED,14139672,,complete,,68d523caefa1627e6352beca,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,9,post_single,Screen 1,yruilm,1,response,heart,9995.399999999994,11061.999999999985,11066.500000011918,9995.399999999994,11061.999999999985,11066.500000011918,1,1071.1000000119238,0,react,Social Media,Social Media,1,object-19,post_single,natgeo,"Photo by @chrisburkard | Russia's remote, volcanic Kuril Islands sit along the Pacific Ring of Fire where runoff from the land creates dramatic color shifts in the water. The vibrant patterns are caused by suspended minerals and silt, constantly reshaped by tides and wind. In a region defined by isolation and tectonic unrest, even the ocean becomes a canvas of motion and change.",natgeo.png,natgoeID.png,45,98,30,3,22,,5,,,,gzh43_bristol,"Real, or AI??",natgeo,1,filler
20,1758798992227,25/09/2025 11:16:32,1758798992227,1,25/09/2025 12:16:32,239176,3,task-qm8h,,49415535,BLINDED,14139672,,complete,,68d523caefa1627e6352beca,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x911,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,10,post_single,Screen 1,yruilm,1,continue,,6928.500000011933,6914,6928.500000011933,6928.500000011933,6914,6928.500000011933,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,local dave,Just wanted to recommend a place to eat called Sarvs Slice. It serves Detroit style pizza and I have  been there twice this week. Absolutely amazing.,slice.png,slice ID.png,1,32,11,5,4,,,,2,,Chet_W5,"I do want to try Detroit style ,and that looks very good. Will check it out ",pizza,1,filler
