Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: accountName,Spreadsheet: postText,Spreadsheet: postImage,Spreadsheet: accountimage,Spreadsheet: commentnum,Spreadsheet: sharenum,Spreadsheet: reactionum,Spreadsheet: like,Spreadsheet: heart,Spreadsheet: laugh,Spreadsheet: surprise,Spreadsheet: sad,Spreadsheet: disgust,Spreadsheet: angry,Spreadsheet: commentacc1,Spreadsheet: comment1,Spreadsheet: item,Spreadsheet: randomise,Spreadsheet: type
34,1758799185331,25/09/2025 11:19:45,1758799185331,1,25/09/2025 12:19:45,239176,3,task-qm8h,,49415611,BLINDED,14139702,,complete,,68d523f922dc38d1722d8e46,computer,Desktop or Laptop,Windows 10,Edge 140.0.0.0,1536x864,1222x604,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,12,post_single,Screen 1,yruilm,1,action,Looks like AI!,33818.90000000002,33818.90000000002,33822.09999997617,33818.90000000002,33818.90000000002,33822.09999997617,1,3.1999999761465006,0,comment,Social Media,Social Media,1,object-19,post_single,natgeo,"Photo by @chrisburkard | Russia's remote, volcanic Kuril Islands sit along the Pacific Ring of Fire where runoff from the land creates dramatic color shifts in the water. The vibrant patterns are caused by suspended minerals and silt, constantly reshaped by tides and wind. In a region defined by isolation and tectonic unrest, even the ocean becomes a canvas of motion and change.",natgeo.png,natgoeID.png,45,98,30,3,22,,5,,,,gzh43_bristol,"Real, or AI??",natgeo,1,filler
35,1758799186932,25/09/2025 11:19:46,1758799186932,1,25/09/2025 12:19:46,239176,3,task-qm8h,,49415611,BLINDED,14139702,,complete,,68d523f922dc38d1722d8e46,computer,Desktop or Laptop,Windows 10,Edge 140.0.0.0,1536x864,1222x604,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,12,post_single,Screen 1,yruilm,1,continue,,35424.00000001193,35419,35424.00000001193,35424.00000001193,35419,35424.00000001193,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,natgeo,"Photo by @chrisburkard | Russia's remote, volcanic Kuril Islands sit along the Pacific Ring of Fire where runoff from the land creates dramatic color shifts in the water. The vibrant patterns are caused by suspended minerals and silt, constantly reshaped by tides and wind. In a region defined by isolation and tectonic unrest, even the ocean becomes a canvas of motion and change.",natgeo.png,natgoeID.png,45,98,30,3,22,,5,,,,gzh43_bristol,"Real, or AI??",natgeo,1,filler
36,1758799186933,25/09/2025 11:19:46,1758799186933,1,25/09/2025 12:19:46,239176,3,task-qm8h,,49415611,BLINDED,14139702,,complete,,68d523f922dc38d1722d8e46,computer,Desktop or Laptop,Windows 10,Edge 140.0.0.0,1536x864,1222x604,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,12,post_single,Screen 1,yruilm,1,response,Looks like AI!,33818.90000000002,35419,35424.39999998809,33818.90000000002,35419,35424.39999998809,1,1605.4999999880674,0,comment,Social Media,Social Media,1,object-19,post_single,natgeo,"Photo by @chrisburkard | Russia's remote, volcanic Kuril Islands sit along the Pacific Ring of Fire where runoff from the land creates dramatic color shifts in the water. The vibrant patterns are caused by suspended minerals and silt, constantly reshaped by tides and wind. In a region defined by isolation and tectonic unrest, even the ocean becomes a canvas of motion and change.",natgeo.png,natgoeID.png,45,98,30,3,22,,5,,,,gzh43_bristol,"Real, or AI??",natgeo,1,filler
37,1758799199235,25/09/2025 11:19:59,1758799199235,1,25/09/2025 12:19:59,239176,3,task-qm8h,,49415611,BLINDED,14139702,,complete,,68d523f922dc38d1722d8e46,computer,Desktop or Laptop,Windows 10,Edge 140.0.0.0,1536x864,1222x604,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,13,post_single,Screen 1,yruilm,1,continue,,12307.09999997617,12300.799999999988,12307.09999997617,12307.09999997617,12300.799999999988,12307.09999997617,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,fashion_now567,Last Day 🔥 Promotion 50% OFF A Bluetooth fashion smartwatch.🔥 $85.69 redcued to $59.99 Save 30%. HURRY! ONLY 45 LEFT IN STOCK. 98% customer buy 2-4 items to use daily and gifts for their beloved one. Sale ending in 2:43 hours,watch1.jpg,,,87,0,45,13,,7,,,,fangirl444,GREAT!!!! ARRIVED QUICKLY AND SAVED ££££,watch,1,filler
38,1758799213816,25/09/2025 11:20:13,1758799213816,1,25/09/2025 12:20:13,239176,3,task-qm8h,,49415611,BLINDED,14139702,,complete,,68d523f922dc38d1722d8e46,computer,Desktop or Laptop,Windows 10,Edge 140.0.0.0,1536x864,1222x604,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,14,post_single,Screen 1,yruilm,1,action,share,14584.800000000047,14584.800000000047,14587.49999996426,14584.800000000047,14584.800000000047,14587.49999996426,1,2.69999996421393,0,share,Social Media,Social Media,1,object-19,post_single,Hugo Spiers,"Fancy backing a film, supporting a crazy research expedition and helping enhance the lives of people in one of the most remote parts of our planet... ?! In 3 weeks I'll be leading a research expedition to understand the incredible knoweldge of indigenous sailors of the Marshall Islands. We we will be making a documentary about this research and bringing food and fishing gear to the atoll of Aur. Please donate $5 for our crowd funder!",hugopost.jpg,hugo.jpg,,543,0,4,3,,,,,,,,yacht,1,filler
39,1758799217349,25/09/2025 11:20:17,1758799217349,1,25/09/2025 12:20:17,239176,3,task-qm8h,,49415611,BLINDED,14139702,,complete,,68d523f922dc38d1722d8e46,computer,Desktop or Laptop,Windows 10,Edge 140.0.0.0,1536x864,1222x604,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,14,post_single,Screen 1,yruilm,1,action,like,18118.20000000001,18118.20000000001,18120.29999997618,18118.20000000001,18118.20000000001,18120.29999997618,1,2.0999999761697836,0,react,Social Media,Social Media,1,object-19,post_single,Hugo Spiers,"Fancy backing a film, supporting a crazy research expedition and helping enhance the lives of people in one of the most remote parts of our planet... ?! In 3 weeks I'll be leading a research expedition to understand the incredible knoweldge of indigenous sailors of the Marshall Islands. We we will be making a documentary about this research and bringing food and fishing gear to the atoll of Aur. Please donate $5 for our crowd funder!",hugopost.jpg,hugo.jpg,,543,0,4,3,,,,,,,,yacht,1,filler
40,1758799218294,25/09/2025 11:20:18,1758799218294,1,25/09/2025 12:20:18,239176,3,task-qm8h,,49415611,BLINDED,14139702,,complete,,68d523f922dc38d1722d8e46,computer,Desktop or Laptop,Windows 10,Edge 140.0.0.0,1536x864,1222x604,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,14,post_single,Screen 1,yruilm,1,continue,,19065.599999988102,19052,19065.599999988102,19065.599999988102,19052,19065.599999988102,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,Hugo Spiers,"Fancy backing a film, supporting a crazy research expedition and helping enhance the lives of people in one of the most remote parts of our planet... ?! In 3 weeks I'll be leading a research expedition to understand the incredible knoweldge of indigenous sailors of the Marshall Islands. We we will be making a documentary about this research and bringing food and fishing gear to the atoll of Aur. Please donate $5 for our crowd funder!",hugopost.jpg,hugo.jpg,,543,0,4,3,,,,,,,,yacht,1,filler
41,1758799218294,25/09/2025 11:20:18,1758799218294,1,25/09/2025 12:20:18,239176,3,task-qm8h,,49415611,BLINDED,14139702,,complete,,68d523f922dc38d1722d8e46,computer,Desktop or Laptop,Windows 10,Edge 140.0.0.0,1536x864,1222x604,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,14,post_single,Screen 1,yruilm,1,response,share,14584.800000000047,19052,19066.099999988102,14584.800000000047,19052,19066.099999988102,1,4481.299999988056,0,share,Social Media,Social Media,1,object-19,post_single,Hugo Spiers,"Fancy backing a film, supporting a crazy research expedition and helping enhance the lives of people in one of the most remote parts of our planet... ?! In 3 weeks I'll be leading a research expedition to understand the incredible knoweldge of indigenous sailors of the Marshall Islands. We we will be making a documentary about this research and bringing food and fishing gear to the atoll of Aur. Please donate $5 for our crowd funder!",hugopost.jpg,hugo.jpg,,543,0,4,3,,,,,,,,yacht,1,filler
42,1758799218295,25/09/2025 11:20:18,1758799218295,1,25/09/2025 12:20:18,239176,3,task-qm8h,,49415611,BLINDED,14139702,,complete,,68d523f922dc38d1722d8e46,computer,Desktop or Laptop,Windows 10,Edge 140.0.0.0,1536x864,1222x604,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,14,post_single,Screen 1,yruilm,1,response,like,18118.20000000001,19052,19066.29999997618,18118.20000000001,19052,19066.29999997618,1,948.0999999761698,0,react,Social Media,Social Media,1,object-19,post_single,Hugo Spiers,"Fancy backing a film, supporting a crazy research expedition and helping enhance the lives of people in one of the most remote parts of our planet... ?! In 3 weeks I'll be leading a research expedition to understand the incredible knoweldge of indigenous sailors of the Marshall Islands. We we will be making a documentary about this research and bringing food and fishing gear to the atoll of Aur. Please donate $5 for our crowd funder!",hugopost.jpg,hugo.jpg,,543,0,4,3,,,,,,,,yacht,1,filler
43,1758799225115,25/09/2025 11:20:25,1758799225115,1,25/09/2025 12:20:25,239176,3,task-qm8h,,49415611,BLINDED,14139702,,complete,,68d523f922dc38d1722d8e46,computer,Desktop or Laptop,Windows 10,Edge 140.0.0.0,1536x864,1222x604,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,15,post_single,Screen 1,yruilm,1,action,heart,6833.400000000023,6833.400000000023,6834.400000000023,6833.400000000023,6833.400000000023,6834.400000000023,1,1,0,react,Social Media,Social Media,1,object-19,post_single,chad_s,There is no in between 🐶😂❤️,puppy image.png,puppyID.png,57,2,100,23,45,32,,,,,,,puppy,1,filler
44,1758799226034,25/09/2025 11:20:26,1758799226034,1,25/09/2025 12:20:26,239176,3,task-qm8h,,49415611,BLINDED,14139702,,complete,,68d523f922dc38d1722d8e46,computer,Desktop or Laptop,Windows 10,Edge 140.0.0.0,1536x864,1222x604,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,15,post_single,Screen 1,yruilm,1,continue,,7753.4999999642605,7750.300000000047,7753.4999999642605,7753.4999999642605,7750.300000000047,7753.4999999642605,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,chad_s,There is no in between 🐶😂❤️,puppy image.png,puppyID.png,57,2,100,23,45,32,,,,,,,puppy,1,filler
45,1758799226034,25/09/2025 11:20:26,1758799226034,1,25/09/2025 12:20:26,239176,3,task-qm8h,,49415611,BLINDED,14139702,,complete,,68d523f922dc38d1722d8e46,computer,Desktop or Laptop,Windows 10,Edge 140.0.0.0,1536x864,1222x604,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,15,post_single,Screen 1,yruilm,1,response,heart,6833.400000000023,7750.300000000047,7753.700000011944,6833.400000000023,7750.300000000047,7753.700000011944,1,920.3000000119209,0,react,Social Media,Social Media,1,object-19,post_single,chad_s,There is no in between 🐶😂❤️,puppy image.png,puppyID.png,57,2,100,23,45,32,,,,,,,puppy,1,filler
46,1758799242050,25/09/2025 11:20:42,1758799242050,1,25/09/2025 12:20:42,239176,3,task-qm8h,,49415611,BLINDED,14139702,,complete,,68d523f922dc38d1722d8e46,computer,Desktop or Laptop,Windows 10,Edge 140.0.0.0,1536x864,1222x604,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,16,post_single,Screen 1,yruilm,1,action,200kmh!,16017.199999999953,16017.199999999953,16019.299999988056,16017.199999999953,16017.199999999953,16019.299999988056,1,2.099999988102354,0,comment,Social Media,Social Media,1,object-19,post_single,zachking,Guess the top speed of the Japanese bullet train!,train-ezgif.com-loop-count.gif,train.png,78,14539,547,322,,225,,,,,,,train,1,filler
47,1758799243118,25/09/2025 11:20:43,1758799243118,1,25/09/2025 12:20:43,239176,3,task-qm8h,,49415611,BLINDED,14139702,,complete,,68d523f922dc38d1722d8e46,computer,Desktop or Laptop,Windows 10,Edge 140.0.0.0,1536x864,1222x604,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,16,post_single,Screen 1,yruilm,1,continue,,17087.199999964214,17083.79999999999,17087.199999964214,17087.199999964214,17083.79999999999,17087.199999964214,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,zachking,Guess the top speed of the Japanese bullet train!,train-ezgif.com-loop-count.gif,train.png,78,14539,547,322,,225,,,,,,,train,1,filler
48,1758799243118,25/09/2025 11:20:43,1758799243118,1,25/09/2025 12:20:43,239176,3,task-qm8h,,49415611,BLINDED,14139702,,complete,,68d523f922dc38d1722d8e46,computer,Desktop or Laptop,Windows 10,Edge 140.0.0.0,1536x864,1222x604,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,16,post_single,Screen 1,yruilm,1,response,200kmh!,16017.199999999953,17083.79999999999,17087.299999988056,16017.199999999953,17083.79999999999,17087.299999988056,1,1070.0999999881024,0,comment,Social Media,Social Media,1,object-19,post_single,zachking,Guess the top speed of the Japanese bullet train!,train-ezgif.com-loop-count.gif,train.png,78,14539,547,322,,225,,,,,,,train,1,filler
49,1758799243119,25/09/2025 11:20:43,1758799243119,1,25/09/2025 12:20:43,239176,3,task-qm8h,,49415611,BLINDED,14139702,,complete,,68d523f922dc38d1722d8e46,computer,Desktop or Laptop,Windows 10,Edge 140.0.0.0,1536x864,1222x604,,,0,T1 social media,11,Spreadsheet1,,,,,,,info,END,,,508684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1758798928966,25/09/2025 11:15:28,1758798928966,1,25/09/2025 12:15:28,239176,3,task-qm8h,,49415612,BLINDED,14139703,,complete,,68d523d569295cad58bc73cb,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x734,,,0,T1 social media,11,Spreadsheet1,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1758798933706,25/09/2025 11:15:33,1758798933706,1,25/09/2025 12:15:33,239176,3,task-qm8h,,49415612,BLINDED,14139703,,complete,,68d523d569295cad58bc73cb,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x734,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,1,instr,Screen 1,3y5lbv,1,continue,,4795.499999999999,4778.9,4795.499999999999,4795.499999999999,4778.9,4795.499999999999,1,0,0,,Click To Continue,Continue Button,2,object-23,instr,,,,,,,,,,,,,,,,,instr,,
3,1758798951705,25/09/2025 11:15:51,1758798951705,1,25/09/2025 12:15:51,239176,3,task-qm8h,,49415612,BLINDED,14139703,,complete,,68d523d569295cad58bc73cb,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x734,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,1,post_single,Screen 1,yruilm,1,action,heart,18004.300000000003,18004.300000000003,18021.000000000004,18004.300000000003,18004.300000000003,18021.000000000004,1,16.700000000000728,0,react,Social Media,Social Media,1,object-19,post_single,chad_s,There is no in between 🐶😂❤️,puppy image.png,puppyID.png,57,2,100,23,45,32,,,,,,,puppy,1,filler
4,1758798956916,25/09/2025 11:15:56,1758798956916,1,25/09/2025 12:15:56,239176,3,task-qm8h,,49415612,BLINDED,14139703,,complete,,68d523d569295cad58bc73cb,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x734,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,1,post_single,Screen 1,yruilm,1,action,share,23218.4,23218.4,23234.49999999851,23218.4,23218.4,23234.49999999851,1,16.099999998506973,0,share,Social Media,Social Media,1,object-19,post_single,chad_s,There is no in between 🐶😂❤️,puppy image.png,puppyID.png,57,2,100,23,45,32,,,,,,,puppy,1,filler
5,1758798969990,25/09/2025 11:16:09,1758798969990,1,25/09/2025 12:16:09,239176,3,task-qm8h,,49415612,BLINDED,14139703,,complete,,68d523d569295cad58bc73cb,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x734,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,1,post_single,Screen 1,yruilm,1,continue,,36308.2,36291.6,36308.2,36308.2,36291.6,36308.2,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,chad_s,There is no in between 🐶😂❤️,puppy image.png,puppyID.png,57,2,100,23,45,32,,,,,,,puppy,1,filler
6,1758798970002,25/09/2025 11:16:10,1758798970002,1,25/09/2025 12:16:10,239176,3,task-qm8h,,49415612,BLINDED,14139703,,complete,,68d523d569295cad58bc73cb,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x734,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,1,post_single,Screen 1,yruilm,1,response,share,23218.4,36291.6,36308.2,23218.4,36291.6,36308.2,1,13089.799999999996,0,share,Social Media,Social Media,1,object-19,post_single,chad_s,There is no in between 🐶😂❤️,puppy image.png,puppyID.png,57,2,100,23,45,32,,,,,,,puppy,1,filler
7,1758798970004,25/09/2025 11:16:10,1758798970004,1,25/09/2025 12:16:10,239176,3,task-qm8h,,49415612,BLINDED,14139703,,complete,,68d523d569295cad58bc73cb,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x734,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,1,post_single,Screen 1,yruilm,1,response,heart,18004.300000000003,36291.6,36308.2,18004.300000000003,36291.6,36308.2,1,18303.899999999994,0,react,Social Media,Social Media,1,object-19,post_single,chad_s,There is no in between 🐶😂❤️,puppy image.png,puppyID.png,57,2,100,23,45,32,,,,,,,puppy,1,filler
8,1758798993940,25/09/2025 11:16:33,1758798993940,1,25/09/2025 12:16:33,239176,3,task-qm8h,,49415612,BLINDED,14139703,,complete,,68d523d569295cad58bc73cb,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x734,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,2,post_single,Screen 1,yruilm,1,continue,,23965.70000000001,23949.100000000006,23965.70000000001,23965.70000000001,23949.100000000006,23965.70000000001,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,davidbeckham,Great evening with great company 🏆 @stellaartois 🍺 @arynasabalenka @nickjonas @rachelbrosnahan @mariasharapova,beckham.png,beckhamID.png,7868,2344,2480,2453,12,1,,14,,,,,beckham,1,filler
9,1758799019572,25/09/2025 11:16:59,1758799019572,1,25/09/2025 12:16:59,239176,3,task-qm8h,,49415612,BLINDED,14139703,,complete,,68d523d569295cad58bc73cb,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x734,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,3,post_single,Screen 1,yruilm,1,action,surprise,25634.5,25634.5,25650.70000000074,25634.5,25634.5,25650.70000000074,1,16.200000000739237,0,react,Social Media,Social Media,1,object-19,post_single,HistoryFeels,"Nine days after Star Wars opened in 1977, Alec Guinness (Obi-Wan Kenobi) wrote in his diary: ‘Am pinning my hopes on Star Wars percentage which could bring me £100K or more if it does Jaws business, as predicted.’ He ended up earning an estimated $95 million for what amounted to 20 minutes of screen time.
When Star Wars premiered in May 1977, even its cast and crew had little idea of the cultural juggernaut it would become. Alec Guinness, already an accomplished actor with an Academy Award to his name, viewed his role as Obi-Wan Kenobi with some skepticism. In fact, he reportedly found some of the dialogue clunky and even doubted whether the film would resonate with audiences. Yet, shrewdly, Guinness negotiated a deal that included a small percentage of the film’s profits—something highly unusual at the time for an actor in his position.
Just nine days after the movie’s release, Guinness confided in his diary that he was hopeful the percentage might yield him around £100,000 if the film managed to perform like Spielberg’s Jaws. What unfolded was beyond his imagination: Star Wars exploded into a worldwide phenomenon, earning hundreds of millions and spawning a multi-decade franchise. Guinness’s share ultimately netted him an estimated $95 million over the years for less than half an hour of actual screen time.
His decision remains one of the most legendary deals in Hollywood history—a testament to foresight, negotiation, and a little bit of luck. Obi-Wan Kenobi became not only an iconic character but also a financial windfall Guinness could never have predicted.",star wars image.jpg,starwars ID.png,4,76,100,45,,,55,,,,,,starwars,1,filler
10,1758799022604,25/09/2025 11:17:02,1758799022604,1,25/09/2025 12:17:02,239176,3,task-qm8h,,49415612,BLINDED,14139703,,complete,,68d523d569295cad58bc73cb,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x734,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,3,post_single,Screen 1,yruilm,1,action,share,28662.29999999999,28662.29999999999,28678.89999999998,28662.29999999999,28662.29999999999,28678.89999999998,1,16.59999999999127,0,share,Social Media,Social Media,1,object-19,post_single,HistoryFeels,"Nine days after Star Wars opened in 1977, Alec Guinness (Obi-Wan Kenobi) wrote in his diary: ‘Am pinning my hopes on Star Wars percentage which could bring me £100K or more if it does Jaws business, as predicted.’ He ended up earning an estimated $95 million for what amounted to 20 minutes of screen time.
When Star Wars premiered in May 1977, even its cast and crew had little idea of the cultural juggernaut it would become. Alec Guinness, already an accomplished actor with an Academy Award to his name, viewed his role as Obi-Wan Kenobi with some skepticism. In fact, he reportedly found some of the dialogue clunky and even doubted whether the film would resonate with audiences. Yet, shrewdly, Guinness negotiated a deal that included a small percentage of the film’s profits—something highly unusual at the time for an actor in his position.
Just nine days after the movie’s release, Guinness confided in his diary that he was hopeful the percentage might yield him around £100,000 if the film managed to perform like Spielberg’s Jaws. What unfolded was beyond his imagination: Star Wars exploded into a worldwide phenomenon, earning hundreds of millions and spawning a multi-decade franchise. Guinness’s share ultimately netted him an estimated $95 million over the years for less than half an hour of actual screen time.
His decision remains one of the most legendary deals in Hollywood history—a testament to foresight, negotiation, and a little bit of luck. Obi-Wan Kenobi became not only an iconic character but also a financial windfall Guinness could never have predicted.",star wars image.jpg,starwars ID.png,4,76,100,45,,,55,,,,,,starwars,1,filler
11,1758799031993,25/09/2025 11:17:11,1758799031993,1,25/09/2025 12:17:11,239176,3,task-qm8h,,49415612,BLINDED,14139703,,complete,,68d523d569295cad58bc73cb,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x734,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,3,post_single,Screen 1,yruilm,1,continue,,38071.20000000074,38055.79999999999,38071.20000000074,38071.20000000074,38055.79999999999,38071.20000000074,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,HistoryFeels,"Nine days after Star Wars opened in 1977, Alec Guinness (Obi-Wan Kenobi) wrote in his diary: ‘Am pinning my hopes on Star Wars percentage which could bring me £100K or more if it does Jaws business, as predicted.’ He ended up earning an estimated $95 million for what amounted to 20 minutes of screen time.
When Star Wars premiered in May 1977, even its cast and crew had little idea of the cultural juggernaut it would become. Alec Guinness, already an accomplished actor with an Academy Award to his name, viewed his role as Obi-Wan Kenobi with some skepticism. In fact, he reportedly found some of the dialogue clunky and even doubted whether the film would resonate with audiences. Yet, shrewdly, Guinness negotiated a deal that included a small percentage of the film’s profits—something highly unusual at the time for an actor in his position.
Just nine days after the movie’s release, Guinness confided in his diary that he was hopeful the percentage might yield him around £100,000 if the film managed to perform like Spielberg’s Jaws. What unfolded was beyond his imagination: Star Wars exploded into a worldwide phenomenon, earning hundreds of millions and spawning a multi-decade franchise. Guinness’s share ultimately netted him an estimated $95 million over the years for less than half an hour of actual screen time.
His decision remains one of the most legendary deals in Hollywood history—a testament to foresight, negotiation, and a little bit of luck. Obi-Wan Kenobi became not only an iconic character but also a financial windfall Guinness could never have predicted.",star wars image.jpg,starwars ID.png,4,76,100,45,,,55,,,,,,starwars,1,filler
12,1758799031997,25/09/2025 11:17:11,1758799031997,1,25/09/2025 12:17:11,239176,3,task-qm8h,,49415612,BLINDED,14139703,,complete,,68d523d569295cad58bc73cb,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x734,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,3,post_single,Screen 1,yruilm,1,response,share,28662.29999999999,38055.79999999999,38072.499999999985,28662.29999999999,38055.79999999999,38072.499999999985,1,9410.199999999997,0,share,Social Media,Social Media,1,object-19,post_single,HistoryFeels,"Nine days after Star Wars opened in 1977, Alec Guinness (Obi-Wan Kenobi) wrote in his diary: ‘Am pinning my hopes on Star Wars percentage which could bring me £100K or more if it does Jaws business, as predicted.’ He ended up earning an estimated $95 million for what amounted to 20 minutes of screen time.
When Star Wars premiered in May 1977, even its cast and crew had little idea of the cultural juggernaut it would become. Alec Guinness, already an accomplished actor with an Academy Award to his name, viewed his role as Obi-Wan Kenobi with some skepticism. In fact, he reportedly found some of the dialogue clunky and even doubted whether the film would resonate with audiences. Yet, shrewdly, Guinness negotiated a deal that included a small percentage of the film’s profits—something highly unusual at the time for an actor in his position.
Just nine days after the movie’s release, Guinness confided in his diary that he was hopeful the percentage might yield him around £100,000 if the film managed to perform like Spielberg’s Jaws. What unfolded was beyond his imagination: Star Wars exploded into a worldwide phenomenon, earning hundreds of millions and spawning a multi-decade franchise. Guinness’s share ultimately netted him an estimated $95 million over the years for less than half an hour of actual screen time.
His decision remains one of the most legendary deals in Hollywood history—a testament to foresight, negotiation, and a little bit of luck. Obi-Wan Kenobi became not only an iconic character but also a financial windfall Guinness could never have predicted.",star wars image.jpg,starwars ID.png,4,76,100,45,,,55,,,,,,starwars,1,filler
13,1758799032000,25/09/2025 11:17:12,1758799032000,1,25/09/2025 12:17:12,239176,3,task-qm8h,,49415612,BLINDED,14139703,,complete,,68d523d569295cad58bc73cb,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x734,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,3,post_single,Screen 1,yruilm,1,response,surprise,25634.5,38055.79999999999,38072.499999999985,25634.5,38055.79999999999,38072.499999999985,1,12437.999999999985,0,react,Social Media,Social Media,1,object-19,post_single,HistoryFeels,"Nine days after Star Wars opened in 1977, Alec Guinness (Obi-Wan Kenobi) wrote in his diary: ‘Am pinning my hopes on Star Wars percentage which could bring me £100K or more if it does Jaws business, as predicted.’ He ended up earning an estimated $95 million for what amounted to 20 minutes of screen time.
When Star Wars premiered in May 1977, even its cast and crew had little idea of the cultural juggernaut it would become. Alec Guinness, already an accomplished actor with an Academy Award to his name, viewed his role as Obi-Wan Kenobi with some skepticism. In fact, he reportedly found some of the dialogue clunky and even doubted whether the film would resonate with audiences. Yet, shrewdly, Guinness negotiated a deal that included a small percentage of the film’s profits—something highly unusual at the time for an actor in his position.
Just nine days after the movie’s release, Guinness confided in his diary that he was hopeful the percentage might yield him around £100,000 if the film managed to perform like Spielberg’s Jaws. What unfolded was beyond his imagination: Star Wars exploded into a worldwide phenomenon, earning hundreds of millions and spawning a multi-decade franchise. Guinness’s share ultimately netted him an estimated $95 million over the years for less than half an hour of actual screen time.
His decision remains one of the most legendary deals in Hollywood history—a testament to foresight, negotiation, and a little bit of luck. Obi-Wan Kenobi became not only an iconic character but also a financial windfall Guinness could never have predicted.",star wars image.jpg,starwars ID.png,4,76,100,45,,,55,,,,,,starwars,1,filler
14,1758799054947,25/09/2025 11:17:34,1758799054947,1,25/09/2025 12:17:34,239176,3,task-qm8h,,49415612,BLINDED,14139703,,complete,,68d523d569295cad58bc73cb,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x734,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,4,post_single,Screen 1,yruilm,1,action,like,22950.70000000001,22950.70000000001,22967.300000000017,22950.70000000001,22950.70000000001,22967.300000000017,1,16.60000000000582,0,react,Social Media,Social Media,1,object-19,post_single,daily_hack_zone,Cooking secret 🤫 #KitchenHack #LifeHacks #WhiskTrick #SmartTips #EverydayHacks#cooking #momhacks,avo.gif,avoID.png,6,77483,3,3,,,,,,,lia_m,Great - if you can find a ripe one!,avocado,1,filler
