"","pid","trial","type","memitem","response","acc","rt","use"
"419","14139724",2,"filler","imap",TRUE,0,4097.70000000596,TRUE
"420","14139724",3,"trees","watertime",FALSE,1,3419.80000000596,TRUE
"421","14139724",4,"filler","swaps",FALSE,1,4502.39999999404,TRUE
"422","14139724",5,"trees","pourloc",TRUE,1,5452.30000001192,TRUE
"423","14139724",6,"filler","kuril",TRUE,1,3664.70000001788,TRUE
"424","14139724",7,"trees","washliquid",FALSE,0,3002.39999999404,TRUE
"425","14139724",8,"trees","litres",FALSE,1,2706.19999999404,TRUE
"426","14139727",1,"filler","starwars",FALSE,0,2715.49999997616,TRUE
"427","14139727",2,"trees","pourloc",FALSE,0,6507.89999995232,TRUE
"428","14139727",3,"filler","swaps",TRUE,0,2888.9,TRUE
"429","14139727",4,"trees","washliquid",FALSE,0,2377.39999995231,TRUE
"430","14139727",5,"trees","watertime",FALSE,1,2966.2,TRUE
"431","14139727",6,"trees","litres",TRUE,0,2346.1,TRUE
"432","14139727",7,"filler","imap",TRUE,0,3015.89999992847,TRUE
"433","14139727",8,"filler","kuril",FALSE,0,1572.3,TRUE
"434","14139731",1,"trees","watertime",FALSE,1,2667.59999999404,TRUE
"435","14139731",2,"filler","starwars",TRUE,1,2172.3,TRUE
"436","14139731",3,"trees","washliquid",TRUE,1,2421.69999999404,TRUE
"437","14139731",4,"filler","kuril",TRUE,1,2674.9,TRUE
"438","14139731",5,"filler","swaps",FALSE,1,3592.5,TRUE
"439","14139731",6,"trees","litres",TRUE,0,2501,TRUE
"440","14139731",7,"trees","pourloc",TRUE,1,4578.19999999702,TRUE
"441","14139731",8,"filler","imap",TRUE,0,3642.79999999106,TRUE
"442","14139739",1,"filler","starwars",FALSE,0,3739.70000003576,TRUE
"443","14139739",2,"filler","imap",TRUE,0,608.5,TRUE
"444","14139739",3,"trees","litres",TRUE,0,310,TRUE
"445","14139739",4,"trees","pourloc",FALSE,0,226.100000035764,TRUE
"446","14139739",5,"trees","watertime",TRUE,0,226.099999999999,TRUE
"447","14139739",6,"trees","washliquid",TRUE,1,261.300000011921,TRUE
"448","14139739",7,"filler","swaps",TRUE,0,23.999999988082,TRUE
"449","14139739",8,"filler","kuril",TRUE,1,174.899999988076,TRUE
"450","14139743",1,"trees","washliquid",TRUE,1,5030.90000002384,TRUE
"451","14139743",2,"trees","litres",FALSE,1,2759.30000003576,TRUE
"452","14139743",3,"filler","swaps",FALSE,1,5269.1,TRUE
"453","14139743",4,"filler","imap",TRUE,0,6123.5,TRUE
"454","14139743",5,"trees","watertime",FALSE,1,4029.70000001192,TRUE
"455","14139743",6,"filler","starwars",TRUE,1,3584.8,TRUE
"456","14139743",7,"trees","pourloc",TRUE,1,4784.60000004769,TRUE
"457","14139743",8,"filler","kuril",TRUE,1,2756.00000001192,TRUE
"458","14139763",1,"filler","starwars",TRUE,1,2808.80000002384,TRUE
"459","14139763",2,"trees","litres",TRUE,0,2017.49999997616,TRUE
"460","14139763",2,"trees","litres",FALSE,1,5902.6,TRUE
"461","14139763",3,"trees","washliquid",FALSE,0,3909.80000004768,TRUE
"462","14139763",3,"trees","washliquid",TRUE,1,5833.99999997616,TRUE
"463","14139763",4,"filler","kuril",FALSE,0,15235,TRUE
"464","14139763",5,"trees","pourloc",TRUE,1,4329.8,TRUE
"465","14139763",6,"filler","swaps",TRUE,0,29372.5,FALSE
"466","14139763",7,"filler","imap",FALSE,1,1772.09999999998,TRUE
"467","14139763",8,"trees","watertime",FALSE,1,1293.70000002385,TRUE
"468","14139774",1,"filler","starwars",TRUE,1,3864.30000000596,TRUE
"469","14139774",2,"filler","kuril",FALSE,0,2137.99999999404,TRUE
"470","14139774",3,"trees","washliquid",FALSE,0,2785.49999998212,TRUE
"471","14139774",4,"trees","pourloc",TRUE,1,3411.60000000596,TRUE
"472","14139774",5,"filler","swaps",FALSE,1,3363.29999998808,TRUE
"473","14139774",6,"trees","watertime",FALSE,1,3855.89999998212,TRUE
"474","14139774",7,"trees","litres",TRUE,0,2236.30000000596,TRUE
"475","14139774",8,"filler","imap",TRUE,0,2541.40000000001,TRUE
"476","14139823",1,"trees","litres",TRUE,0,2162,TRUE
"477","14139823",2,"trees","washliquid",FALSE,0,2913,TRUE
"478","14139823",3,"trees","pourloc",TRUE,1,5349,TRUE
"479","14139823",4,"filler","kuril",TRUE,1,2496,TRUE
"480","14139823",5,"filler","swaps",FALSE,1,3580,TRUE
"481","14139823",6,"trees","watertime",FALSE,1,3033,TRUE
"482","14139823",7,"filler","imap",TRUE,0,4516,TRUE
"483","14139823",8,"filler","starwars",TRUE,1,2613,TRUE
"484","14139839",1,"trees","pourloc",TRUE,1,4043.20000000596,TRUE
"485","14139839",2,"trees","watertime",FALSE,1,3719.10000001192,TRUE
"486","14139839",3,"filler","imap",FALSE,1,6017.40000001192,TRUE
"487","14139839",4,"trees","litres",TRUE,0,2350,TRUE
"488","14139839",5,"trees","washliquid",TRUE,1,3217.30000001192,TRUE
"489","14139839",6,"filler","swaps",FALSE,1,4449.8,TRUE
"490","14139839",7,"filler","kuril",TRUE,1,2321.40000002384,TRUE
"491","14139839",8,"filler","starwars",TRUE,1,4316.40000000001,TRUE
