Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: question,Spreadsheet: correct_answer,Spreadsheet: feedback,randomiser-wisg
1,1758455121686,21/09/2025 11:45,1758458721686,1,21/09/2025 13:45,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,sep_blocks
2,1758455124145,21/09/2025 11:45,1758458724145,1,21/09/2025 13:45,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,instructions,instr,fd1y9j,1,continue,,2479.0600000357626,2463.46,2479.0600000357626,2479.0600000357626,2463.46,2479.0600000357626,1,0,0,,Click To Continue,Continue Button,2,object-21,instructions,,,,sep_blocks
3,1758455126094,21/09/2025 11:45,1758458726094,1,21/09/2025 13:45,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,test item,Screen 2,9ngvmk,1,continue,,1963.8999999999996,1963.8999999999996,1963.8999999999996,1963.8999999999996,1963.8999999999996,1963.8999999999996,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
4,1758455132304,21/09/2025 11:45,1758458732304,1,21/09/2025 13:45,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,test item,test,qfehmk,2,response,true,6209.900000000001,6193.3,6209.900000000001,6209.900000000001,6193.3,6209.900000000001,0,0,0,,Click Response,true response,8,object-13,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
5,1758455135416,21/09/2025 11:45,1758458735416,1,21/09/2025 13:45,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,test item,test,qfehmk,2,response,next,9322,9305.3,9322,9322,9305.3,9322,0,0,0,,Click Response,Click To Continue,7,object-22,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
6,1758455137363,21/09/2025 11:45,1758458737363,1,21/09/2025 13:45,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,2,test item,Screen 2,9ngvmk,1,continue,,1963.7999999999993,1963.7999999999993,1963.7999999999993,1963.7999999999993,1963.7999999999993,1963.7999999999993,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares,sep_blocks
7,1758455143192,21/09/2025 11:45,1758458743192,1,21/09/2025 13:45,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,2,test item,test,qfehmk,2,response,true,5830.000000011922,5813.5,5830.000000011922,5830.000000011922,5813.5,5830.000000011922,0,0,0,,Click Response,true response,8,object-13,test item,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares,sep_blocks
8,1758455145371,21/09/2025 11:45,1758458745371,1,21/09/2025 13:45,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,2,test item,test,qfehmk,2,response,next,8006.499999999996,7989.799999999999,8006.499999999996,8006.499999999996,7989.799999999999,8006.499999999996,0,0,0,,Click Response,Click To Continue,7,object-22,test item,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares,sep_blocks
9,1758455147317,21/09/2025 11:45,1758458747317,1,21/09/2025 13:45,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,3,test item,Screen 2,9ngvmk,1,continue,,1964.2000000000007,1964.2000000000007,1964.2000000000007,1964.2000000000007,1964.2000000000007,1964.2000000000007,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening",sep_blocks
10,1758455150816,21/09/2025 11:45,1758458750816,1,21/09/2025 13:45,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,3,test item,test,qfehmk,2,response,false,3499.39999998808,3495,3499.39999998808,3499.39999998808,3495,3499.39999998808,1,0,0,,Click Response,false response,9,object-11,test item,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening",sep_blocks
11,1758455154062,21/09/2025 11:45,1758458754062,1,21/09/2025 13:45,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,3,test item,test,qfehmk,2,response,next,6745.39999998808,6742.200000000001,6745.39999998808,6745.39999998808,6742.200000000001,6745.39999998808,0,0,0,,Click Response,Click To Continue,7,object-22,test item,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening",sep_blocks
12,1758455156023,21/09/2025 11:45,1758458756023,1,21/09/2025 13:45,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,4,test item,Screen 2,9ngvmk,1,continue,,1962.800000000003,1962.800000000003,1962.800000000003,1962.800000000003,1962.800000000003,1962.800000000003,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,Young trees need up to 8 litres of water a day,false,Young trees need up to 80 litres of water a day,sep_blocks
13,1758455158639,21/09/2025 11:45,1758458758639,1,21/09/2025 13:45,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,4,test item,test,qfehmk,2,response,true,2618.10000003576,2615.5,2618.10000003576,2618.10000003576,2615.5,2618.10000003576,0,0,0,,Click Response,true response,8,object-13,test item,Young trees need up to 8 litres of water a day,false,Young trees need up to 80 litres of water a day,sep_blocks
14,1758455161051,21/09/2025 11:46,1758458761051,1,21/09/2025 13:46,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,4,test item,test,qfehmk,2,response,next,5027.800000000003,5011.0999999999985,5027.800000000003,5027.800000000003,5011.0999999999985,5027.800000000003,0,0,0,,Click Response,Click To Continue,7,object-22,test item,Young trees need up to 8 litres of water a day,false,Young trees need up to 80 litres of water a day,sep_blocks
15,1758455162997,21/09/2025 11:46,1758458762997,1,21/09/2025 13:46,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,5,test item,Screen 2,9ngvmk,1,continue,,1963.699999999997,1963.699999999997,1963.699999999997,1963.699999999997,1963.699999999997,1963.699999999997,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all,sep_blocks
16,1758455166515,21/09/2025 11:46,1758458766515,1,21/09/2025 13:46,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,5,test item,test,qfehmk,2,response,false,3519.4000000000015,3516.4000000000015,3519.4000000000015,3519.4000000000015,3516.4000000000015,3519.4000000000015,0,0,0,,Click Response,false response,9,object-11,test item,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all,sep_blocks
17,1758455168907,21/09/2025 11:46,1758458768907,1,21/09/2025 13:46,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,5,test item,test,qfehmk,2,response,next,5909.699999999997,5893.0999999999985,5909.699999999997,5909.699999999997,5893.0999999999985,5909.699999999997,0,0,0,,Click Response,Click To Continue,7,object-22,test item,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all,sep_blocks
18,1758455170854,21/09/2025 11:46,1758458770854,1,21/09/2025 13:46,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,6,test item,Screen 2,9ngvmk,1,continue,,1963.9000000000015,1963.9000000000015,1963.9000000000015,1963.9000000000015,1963.9000000000015,1963.9000000000015,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence,sep_blocks
19,1758455173637,21/09/2025 11:46,1758458773637,1,21/09/2025 13:46,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,6,test item,test,qfehmk,2,response,true,2783.0999999999985,2766.4000000000015,2783.0999999999985,2783.0999999999985,2766.4000000000015,2783.0999999999985,1,0,0,,Click Response,true response,8,object-13,test item,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence,sep_blocks
20,1758455175355,21/09/2025 11:46,1758458775355,1,21/09/2025 13:46,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,6,test item,test,qfehmk,2,response,next,4502.300000035764,4494.5,4502.300000035764,4502.300000035764,4494.5,4502.300000035764,0,0,0,,Click Response,Click To Continue,7,object-22,test item,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence,sep_blocks
21,1758455177313,21/09/2025 11:46,1758458777313,1,21/09/2025 13:46,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,7,test item,Screen 2,9ngvmk,1,continue,,1964,1964,1964,1964,1964,1964,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire ,sep_blocks
22,1758455181332,21/09/2025 11:46,1758458781332,1,21/09/2025 13:46,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,7,test item,test,qfehmk,2,response,true,4020.3000000357642,4015.5999999999985,4020.3000000357642,4020.3000000357642,4015.5999999999985,4020.3000000357642,1,0,0,,Click Response,true response,8,object-13,test item,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire ,sep_blocks
23,1758455184094,21/09/2025 11:46,1758458784094,1,21/09/2025 13:46,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,7,test item,test,qfehmk,2,response,next,6782.700000011922,6775.5999999999985,6782.700000011922,6782.700000011922,6775.5999999999985,6782.700000011922,0,0,0,,Click Response,Click To Continue,7,object-22,test item,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire ,sep_blocks
24,1758455186051,21/09/2025 11:46,1758458786051,1,21/09/2025 13:46,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,8,test item,Screen 2,9ngvmk,1,continue,,1963.300000000003,1963.300000000003,1963.300000000003,1963.300000000003,1963.300000000003,1963.300000000003,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,"When watering street trees, you can pour water in the soil, down the pipe or into the green bag",true,Watering any of these locations will help our trees,sep_blocks
25,1758455190624,21/09/2025 11:46,1758458790624,1,21/09/2025 13:46,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,8,test item,test,qfehmk,2,response,true,4574,4565.600000000006,4574,4574,4565.600000000006,4574,1,0,0,,Click Response,true response,8,object-13,test item,"When watering street trees, you can pour water in the soil, down the pipe or into the green bag",true,Watering any of these locations will help our trees,sep_blocks
26,1758455192644,21/09/2025 11:46,1758458792644,1,21/09/2025 13:46,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,8,test item,test,qfehmk,2,response,next,6593.900000035763,6591.699999999997,6593.900000035763,6593.900000035763,6591.699999999997,6593.900000035763,0,0,0,,Click Response,Click To Continue,7,object-22,test item,"When watering street trees, you can pour water in the soil, down the pipe or into the green bag",true,Watering any of these locations will help our trees,sep_blocks
27,1758455192646,21/09/2025 11:46,1758458792646,1,21/09/2025 13:46,238955,3,task-3rn9,,49329702,BLINDED,14114575,,complete,,68cfe3f8e4763fd538d17027,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x695,,,0,Memory Test,5,Spreadsheet1,,,,,,,info,END,,,70861,,,,,,,,,,,,,,,,sep_blocks
1,1758455189247,21/09/2025 11:46,1758458789247,1,21/09/2025 13:46,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,sep_blocks
2,1758455191940,21/09/2025 11:46,1758458791940,1,21/09/2025 13:46,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,instructions,instr,fd1y9j,1,continue,,2697,2683,2697,2697,2683,2697,1,0,0,,Click To Continue,Continue Button,2,object-21,instructions,,,,sep_blocks
3,1758455193895,21/09/2025 11:46,1758458793895,1,21/09/2025 13:46,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,test item,Screen 2,9ngvmk,1,continue,,1967,1967,1967,1967,1967,1967,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening",sep_blocks
4,1758455196615,21/09/2025 11:46,1758458796615,1,21/09/2025 13:46,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,test item,test,qfehmk,2,response,false,2717,2701,2717,2717,2701,2717,1,0,0,,Click Response,false response,9,object-11,test item,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening",sep_blocks
5,1758455200058,21/09/2025 11:46,1758458800058,1,21/09/2025 13:46,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,test item,test,qfehmk,2,response,next,6166,6153,6166,6166,6153,6166,0,0,0,,Click Response,Click To Continue,7,object-22,test item,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening",sep_blocks
6,1758455202013,21/09/2025 11:46,1758458802013,1,21/09/2025 13:46,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,2,test item,Screen 2,9ngvmk,1,continue,,1967,1967,1967,1967,1967,1967,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all,sep_blocks
7,1758455204317,21/09/2025 11:46,1758458804317,1,21/09/2025 13:46,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,2,test item,test,qfehmk,2,response,false,2302,2285,2302,2302,2285,2302,0,0,0,,Click Response,false response,9,object-11,test item,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all,sep_blocks
8,1758455206093,21/09/2025 11:46,1758458806093,1,21/09/2025 13:46,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,2,test item,test,qfehmk,2,response,next,4081,4069,4081,4081,4069,4081,0,0,0,,Click Response,Click To Continue,7,object-22,test item,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all,sep_blocks
9,1758455208048,21/09/2025 11:46,1758458808048,1,21/09/2025 13:46,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,3,test item,Screen 2,9ngvmk,1,continue,,1967,1967,1967,1967,1967,1967,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares,sep_blocks
10,1758455213979,21/09/2025 11:46,1758458813979,1,21/09/2025 13:46,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,3,test item,test,qfehmk,2,response,true,5931,5919,5931,5931,5919,5931,0,0,0,,Click Response,true response,8,object-13,test item,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares,sep_blocks
11,1758455215555,21/09/2025 11:46,1758458815555,1,21/09/2025 13:46,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,3,test item,test,qfehmk,2,response,next,7502,7486,7502,7502,7486,7502,0,0,0,,Click Response,Click To Continue,7,object-22,test item,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares,sep_blocks
12,1758455217502,21/09/2025 11:46,1758458817502,1,21/09/2025 13:46,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,4,test item,Screen 2,9ngvmk,1,continue,,1968,1968,1968,1968,1968,1968,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence,sep_blocks
13,1758455220891,21/09/2025 11:47,1758458820891,1,21/09/2025 13:47,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,4,test item,test,qfehmk,2,response,true,3385,3368,3385,3385,3368,3385,1,0,0,,Click Response,true response,8,object-13,test item,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence,sep_blocks
14,1758455221943,21/09/2025 11:47,1758458821943,1,21/09/2025 13:47,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,4,test item,test,qfehmk,2,response,next,4434,4418,4434,4434,4418,4434,0,0,0,,Click Response,Click To Continue,7,object-22,test item,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence,sep_blocks
15,1758455223888,21/09/2025 11:47,1758458823888,1,21/09/2025 13:47,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,5,test item,Screen 2,9ngvmk,1,continue,,1968,1968,1968,1968,1968,1968,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
16,1758455226750,21/09/2025 11:47,1758458826750,1,21/09/2025 13:47,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,5,test item,test,qfehmk,2,response,false,2863,2851,2863,2863,2851,2863,1,0,0,,Click Response,false response,9,object-11,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
17,1758455228193,21/09/2025 11:47,1758458828193,1,21/09/2025 13:47,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,5,test item,test,qfehmk,2,response,next,4302,4285,4302,4302,4285,4302,0,0,0,,Click Response,Click To Continue,7,object-22,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
18,1758455230140,21/09/2025 11:47,1758458830140,1,21/09/2025 13:47,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,6,test item,Screen 2,9ngvmk,1,continue,,1967,1967,1967,1967,1967,1967,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire ,sep_blocks
