Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,randomiser-wisg
2,1758455448850,21/09/2025 11:50,1758459048850,1,21/09/2025 13:50,238955,3,questionnaire-jx4p,,49329777,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,trees_find_out,2,object-3,integrated_blocks
3,1758455448851,21/09/2025 11:50,1758459048851,1,21/09/2025 13:50,238955,3,questionnaire-jx4p,,49329777,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,trees_water,3,object-5,integrated_blocks
4,1758455448852,21/09/2025 11:50,1758459048852,1,21/09/2025 13:50,238955,3,questionnaire-jx4p,,49329777,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_travel,4,object-4,integrated_blocks
5,1758455448853,21/09/2025 11:50,1758459048853,1,21/09/2025 13:50,238955,3,questionnaire-jx4p,,49329777,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_watch,5,object-6,integrated_blocks
6,1758455448854,21/09/2025 11:50,1758459048854,1,21/09/2025 13:50,238955,3,questionnaire-jx4p,,49329777,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_pizza,6,object-13,integrated_blocks
7,1758455448855,21/09/2025 11:50,1758459048855,1,21/09/2025 13:50,238955,3,questionnaire-jx4p,,49329777,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_pizza,7,object-14,integrated_blocks
16,1758455475913,21/09/2025 11:51,1758459075913,1,21/09/2025 13:51,238955,3,questionnaire-jx4p,,49329777,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I plan to find out more about caring for newly planted trees in my local area,response,value,2,,,trees_find_out,2,object-3,integrated_blocks
17,1758455475914,21/09/2025 11:51,1758459075914,1,21/09/2025 13:51,238955,3,questionnaire-jx4p,,49329777,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,Behavioural intentions,4,Page 1,uvedb8,1,"I will water newly planted trees in my local area, especially during hot and dry weather",response,value,2,,,trees_water,3,object-5,integrated_blocks
18,1758455475915,21/09/2025 11:51,1758459075915,1,21/09/2025 13:51,238955,3,questionnaire-jx4p,,49329777,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,Behavioural intentions,4,Page 1,uvedb8,1,"When I plan a holiday, scenery and geography are important to my choices",response,value,7,,,filler_travel,4,object-4,integrated_blocks
19,1758455475915,21/09/2025 11:51,1758459075915,1,21/09/2025 13:51,238955,3,questionnaire-jx4p,,49329777,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I plan to buy a smart watch in the next three months,response,value,6,,,filler_watch,5,object-6,integrated_blocks
20,1758455475915,21/09/2025 11:51,1758459075915,1,21/09/2025 13:51,238955,3,questionnaire-jx4p,,49329777,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I like to try new foods and new restaurants ,response,value,7,,,filler_pizza,6,object-13,integrated_blocks
21,1758455475915,21/09/2025 11:51,1758459075915,1,21/09/2025 13:51,238955,3,questionnaire-jx4p,,49329777,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I like hearing about breakthroughs in science and technology,response,value,7,,,filler_pizza,7,object-14,integrated_blocks
22,1758455475916,21/09/2025 11:51,1758459075916,1,21/09/2025 13:51,238955,3,questionnaire-jx4p,,49329777,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,Behavioural intentions,4,,,,,info,,END,27059,,,,,integrated_blocks
1,1758455816774,21/09/2025 11:56,1758459416774,1,21/09/2025 13:56,238955,3,questionnaire-jx4p,,49329873,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Behavioural intentions,4,,,,,info,,BEGIN,,,,,,sep_blocks
2,1758455816834,21/09/2025 11:56,1758459416834,1,21/09/2025 13:56,238955,3,questionnaire-jx4p,,49329873,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,trees_find_out,2,object-3,sep_blocks
3,1758455816837,21/09/2025 11:56,1758459416837,1,21/09/2025 13:56,238955,3,questionnaire-jx4p,,49329873,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,trees_water,3,object-5,sep_blocks
4,1758455816839,21/09/2025 11:56,1758459416839,1,21/09/2025 13:56,238955,3,questionnaire-jx4p,,49329873,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_travel,4,object-4,sep_blocks
5,1758455816842,21/09/2025 11:56,1758459416842,1,21/09/2025 13:56,238955,3,questionnaire-jx4p,,49329873,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_watch,5,object-6,sep_blocks
6,1758455816844,21/09/2025 11:56,1758459416844,1,21/09/2025 13:56,238955,3,questionnaire-jx4p,,49329873,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_pizza,6,object-13,sep_blocks
7,1758455816847,21/09/2025 11:56,1758459416847,1,21/09/2025 13:56,238955,3,questionnaire-jx4p,,49329873,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_pizza,7,object-14,sep_blocks
16,1758455867510,21/09/2025 11:57,1758459467510,1,21/09/2025 13:57,238955,3,questionnaire-jx4p,,49329873,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I plan to find out more about caring for newly planted trees in my local area,response,value,1,,,trees_find_out,2,object-3,sep_blocks
17,1758455867510,21/09/2025 11:57,1758459467510,1,21/09/2025 13:57,238955,3,questionnaire-jx4p,,49329873,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Behavioural intentions,4,Page 1,uvedb8,1,"I will water newly planted trees in my local area, especially during hot and dry weather",response,value,1,,,trees_water,3,object-5,sep_blocks
18,1758455867510,21/09/2025 11:57,1758459467510,1,21/09/2025 13:57,238955,3,questionnaire-jx4p,,49329873,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Behavioural intentions,4,Page 1,uvedb8,1,"When I plan a holiday, scenery and geography are important to my choices",response,value,4,,,filler_travel,4,object-4,sep_blocks
19,1758455867510,21/09/2025 11:57,1758459467510,1,21/09/2025 13:57,238955,3,questionnaire-jx4p,,49329873,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I plan to buy a smart watch in the next three months,response,value,2,,,filler_watch,5,object-6,sep_blocks
20,1758455867511,21/09/2025 11:57,1758459467511,1,21/09/2025 13:57,238955,3,questionnaire-jx4p,,49329873,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I like to try new foods and new restaurants ,response,value,2,,,filler_pizza,6,object-13,sep_blocks
21,1758455867511,21/09/2025 11:57,1758459467511,1,21/09/2025 13:57,238955,3,questionnaire-jx4p,,49329873,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I like hearing about breakthroughs in science and technology,response,value,5,,,filler_pizza,7,object-14,sep_blocks
22,1758455867511,21/09/2025 11:57,1758459467511,1,21/09/2025 13:57,238955,3,questionnaire-jx4p,,49329873,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Behavioural intentions,4,,,,,info,,END,50660,,,,,sep_blocks
1,1758455199346,21/09/2025 11:46,1758458799346,1,21/09/2025 13:46,238955,3,questionnaire-jx4p,,49329724,BLINDED,14114584,,complete,,68cfe45335c7445f82bdcb58,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1440x900,1384x669,,,0,Behavioural intentions,4,,,,,info,,BEGIN,,,,,,integrated_blocks
2,1758455199381,21/09/2025 11:46,1758458799381,1,21/09/2025 13:46,238955,3,questionnaire-jx4p,,49329724,BLINDED,14114584,,complete,,68cfe45335c7445f82bdcb58,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1440x900,1384x669,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,trees_find_out,2,object-3,integrated_blocks
3,1758455199382,21/09/2025 11:46,1758458799382,1,21/09/2025 13:46,238955,3,questionnaire-jx4p,,49329724,BLINDED,14114584,,complete,,68cfe45335c7445f82bdcb58,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1440x900,1384x669,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,trees_water,3,object-5,integrated_blocks
4,1758455199383,21/09/2025 11:46,1758458799383,1,21/09/2025 13:46,238955,3,questionnaire-jx4p,,49329724,BLINDED,14114584,,complete,,68cfe45335c7445f82bdcb58,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1440x900,1384x669,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_travel,4,object-4,integrated_blocks
5,1758455199384,21/09/2025 11:46,1758458799384,1,21/09/2025 13:46,238955,3,questionnaire-jx4p,,49329724,BLINDED,14114584,,complete,,68cfe45335c7445f82bdcb58,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1440x900,1384x669,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_watch,5,object-6,integrated_blocks
6,1758455199385,21/09/2025 11:46,1758458799385,1,21/09/2025 13:46,238955,3,questionnaire-jx4p,,49329724,BLINDED,14114584,,complete,,68cfe45335c7445f82bdcb58,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1440x900,1384x669,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_pizza,6,object-13,integrated_blocks
7,1758455199386,21/09/2025 11:46,1758458799386,1,21/09/2025 13:46,238955,3,questionnaire-jx4p,,49329724,BLINDED,14114584,,complete,,68cfe45335c7445f82bdcb58,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1440x900,1384x669,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_pizza,7,object-14,integrated_blocks
16,1758455225178,21/09/2025 11:47,1758458825178,1,21/09/2025 13:47,238955,3,questionnaire-jx4p,,49329724,BLINDED,14114584,,complete,,68cfe45335c7445f82bdcb58,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1440x900,1384x669,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I plan to find out more about caring for newly planted trees in my local area,response,value,3,,,trees_find_out,2,object-3,integrated_blocks
17,1758455225178,21/09/2025 11:47,1758458825178,1,21/09/2025 13:47,238955,3,questionnaire-jx4p,,49329724,BLINDED,14114584,,complete,,68cfe45335c7445f82bdcb58,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1440x900,1384x669,,,0,Behavioural intentions,4,Page 1,uvedb8,1,"I will water newly planted trees in my local area, especially during hot and dry weather",response,value,2,,,trees_water,3,object-5,integrated_blocks
18,1758455225178,21/09/2025 11:47,1758458825178,1,21/09/2025 13:47,238955,3,questionnaire-jx4p,,49329724,BLINDED,14114584,,complete,,68cfe45335c7445f82bdcb58,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1440x900,1384x669,,,0,Behavioural intentions,4,Page 1,uvedb8,1,"When I plan a holiday, scenery and geography are important to my choices",response,value,7,,,filler_travel,4,object-4,integrated_blocks
19,1758455225178,21/09/2025 11:47,1758458825178,1,21/09/2025 13:47,238955,3,questionnaire-jx4p,,49329724,BLINDED,14114584,,complete,,68cfe45335c7445f82bdcb58,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1440x900,1384x669,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I plan to buy a smart watch in the next three months,response,value,1,,,filler_watch,5,object-6,integrated_blocks
20,1758455225178,21/09/2025 11:47,1758458825178,1,21/09/2025 13:47,238955,3,questionnaire-jx4p,,49329724,BLINDED,14114584,,complete,,68cfe45335c7445f82bdcb58,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1440x900,1384x669,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I like to try new foods and new restaurants ,response,value,3,,,filler_pizza,6,object-13,integrated_blocks
21,1758455225179,21/09/2025 11:47,1758458825179,1,21/09/2025 13:47,238955,3,questionnaire-jx4p,,49329724,BLINDED,14114584,,complete,,68cfe45335c7445f82bdcb58,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1440x900,1384x669,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I like hearing about breakthroughs in science and technology,response,value,5,,,filler_pizza,7,object-14,integrated_blocks
22,1758455225179,21/09/2025 11:47,1758458825179,1,21/09/2025 13:47,238955,3,questionnaire-jx4p,,49329724,BLINDED,14114584,,complete,,68cfe45335c7445f82bdcb58,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 139.0.0.0,1440x900,1384x669,,,0,Behavioural intentions,4,,,,,info,,END,25793,,,,,integrated_blocks
1,1758455099756,21/09/2025 11:44,1758458699756,1,21/09/2025 13:44,238955,3,questionnaire-jx4p,,49329699,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Behavioural intentions,4,,,,,info,,BEGIN,,,,,,sep_blocks
2,1758455099811,21/09/2025 11:44,1758458699811,1,21/09/2025 13:44,238955,3,questionnaire-jx4p,,49329699,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,trees_find_out,2,object-3,sep_blocks
3,1758455099813,21/09/2025 11:44,1758458699813,1,21/09/2025 13:44,238955,3,questionnaire-jx4p,,49329699,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,trees_water,3,object-5,sep_blocks
4,1758455099817,21/09/2025 11:44,1758458699817,1,21/09/2025 13:44,238955,3,questionnaire-jx4p,,49329699,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_travel,4,object-4,sep_blocks
5,1758455099820,21/09/2025 11:44,1758458699820,1,21/09/2025 13:44,238955,3,questionnaire-jx4p,,49329699,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_watch,5,object-6,sep_blocks
6,1758455099826,21/09/2025 11:44,1758458699826,1,21/09/2025 13:44,238955,3,questionnaire-jx4p,,49329699,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_pizza,6,object-13,sep_blocks
7,1758455099828,21/09/2025 11:44,1758458699828,1,21/09/2025 13:44,238955,3,questionnaire-jx4p,,49329699,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_pizza,7,object-14,sep_blocks
16,1758455203328,21/09/2025 11:46,1758458803328,1,21/09/2025 13:46,238955,3,questionnaire-jx4p,,49329699,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I plan to find out more about caring for newly planted trees in my local area,response,value,5,,,trees_find_out,2,object-3,sep_blocks
17,1758455203329,21/09/2025 11:46,1758458803329,1,21/09/2025 13:46,238955,3,questionnaire-jx4p,,49329699,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Behavioural intentions,4,Page 1,uvedb8,1,"I will water newly planted trees in my local area, especially during hot and dry weather",response,value,1,,,trees_water,3,object-5,sep_blocks
18,1758455203329,21/09/2025 11:46,1758458803329,1,21/09/2025 13:46,238955,3,questionnaire-jx4p,,49329699,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Behavioural intentions,4,Page 1,uvedb8,1,"When I plan a holiday, scenery and geography are important to my choices",response,value,7,,,filler_travel,4,object-4,sep_blocks
19,1758455203329,21/09/2025 11:46,1758458803329,1,21/09/2025 13:46,238955,3,questionnaire-jx4p,,49329699,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I plan to buy a smart watch in the next three months,response,value,3,,,filler_watch,5,object-6,sep_blocks
20,1758455203330,21/09/2025 11:46,1758458803330,1,21/09/2025 13:46,238955,3,questionnaire-jx4p,,49329699,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I like to try new foods and new restaurants ,response,value,5,,,filler_pizza,6,object-13,sep_blocks
21,1758455203330,21/09/2025 11:46,1758458803330,1,21/09/2025 13:46,238955,3,questionnaire-jx4p,,49329699,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I like hearing about breakthroughs in science and technology,response,value,5,,,filler_pizza,7,object-14,sep_blocks
22,1758455203331,21/09/2025 11:46,1758458803331,1,21/09/2025 13:46,238955,3,questionnaire-jx4p,,49329699,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Behavioural intentions,4,,,,,info,,END,103502,,,,,sep_blocks
1,1758455289028,21/09/2025 11:48,1758458889028,1,21/09/2025 13:48,238955,3,questionnaire-jx4p,,49329742,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Behavioural intentions,4,,,,,info,,BEGIN,,,,,,sep_blocks
2,1758455289083,21/09/2025 11:48,1758458889083,1,21/09/2025 13:48,238955,3,questionnaire-jx4p,,49329742,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,trees_find_out,2,object-3,sep_blocks
3,1758455289086,21/09/2025 11:48,1758458889086,1,21/09/2025 13:48,238955,3,questionnaire-jx4p,,49329742,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,trees_water,3,object-5,sep_blocks
4,1758455289089,21/09/2025 11:48,1758458889089,1,21/09/2025 13:48,238955,3,questionnaire-jx4p,,49329742,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_travel,4,object-4,sep_blocks
5,1758455289092,21/09/2025 11:48,1758458889092,1,21/09/2025 13:48,238955,3,questionnaire-jx4p,,49329742,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_watch,5,object-6,sep_blocks
6,1758455289096,21/09/2025 11:48,1758458889096,1,21/09/2025 13:48,238955,3,questionnaire-jx4p,,49329742,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_pizza,6,object-13,sep_blocks
7,1758455289099,21/09/2025 11:48,1758458889099,1,21/09/2025 13:48,238955,3,questionnaire-jx4p,,49329742,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_pizza,7,object-14,sep_blocks
16,1758455313731,21/09/2025 11:48,1758458913731,1,21/09/2025 13:48,238955,3,questionnaire-jx4p,,49329742,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I plan to find out more about caring for newly planted trees in my local area,response,value,5,,,trees_find_out,2,object-3,sep_blocks
17,1758455313732,21/09/2025 11:48,1758458913732,1,21/09/2025 13:48,238955,3,questionnaire-jx4p,,49329742,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Behavioural intentions,4,Page 1,uvedb8,1,"I will water newly planted trees in my local area, especially during hot and dry weather",response,value,2,,,trees_water,3,object-5,sep_blocks
18,1758455313732,21/09/2025 11:48,1758458913732,1,21/09/2025 13:48,238955,3,questionnaire-jx4p,,49329742,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Behavioural intentions,4,Page 1,uvedb8,1,"When I plan a holiday, scenery and geography are important to my choices",response,value,5,,,filler_travel,4,object-4,sep_blocks
19,1758455313733,21/09/2025 11:48,1758458913733,1,21/09/2025 13:48,238955,3,questionnaire-jx4p,,49329742,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I plan to buy a smart watch in the next three months,response,value,2,,,filler_watch,5,object-6,sep_blocks
20,1758455313733,21/09/2025 11:48,1758458913733,1,21/09/2025 13:48,238955,3,questionnaire-jx4p,,49329742,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I like to try new foods and new restaurants ,response,value,3,,,filler_pizza,6,object-13,sep_blocks
21,1758455313734,21/09/2025 11:48,1758458913734,1,21/09/2025 13:48,238955,3,questionnaire-jx4p,,49329742,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I like hearing about breakthroughs in science and technology,response,value,5,,,filler_pizza,7,object-14,sep_blocks
