Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,randomiser-wisg
22,1758455313736,21/09/2025 11:48,1758458913736,1,21/09/2025 13:48,238955,3,questionnaire-jx4p,,49329742,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Behavioural intentions,4,,,,,info,,END,24635,,,,,sep_blocks
1,1758455529312,21/09/2025 11:52,1758459129312,1,21/09/2025 13:52,238955,3,questionnaire-jx4p,,49329797,BLINDED,14114588,,complete,,68cfe47d88cf97fa79c4a58b,computer,Desktop or Laptop,Linux x86_64,Chrome 140.0.0.0,360x780,980x1757,,,0,Behavioural intentions,4,,,,,info,,BEGIN,,,,,,integrated_blocks
2,1758455529363,21/09/2025 11:52,1758459129363,1,21/09/2025 13:52,238955,3,questionnaire-jx4p,,49329797,BLINDED,14114588,,complete,,68cfe47d88cf97fa79c4a58b,computer,Desktop or Laptop,Linux x86_64,Chrome 140.0.0.0,360x780,980x1757,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,trees_find_out,2,object-3,integrated_blocks
3,1758455529367,21/09/2025 11:52,1758459129367,1,21/09/2025 13:52,238955,3,questionnaire-jx4p,,49329797,BLINDED,14114588,,complete,,68cfe47d88cf97fa79c4a58b,computer,Desktop or Laptop,Linux x86_64,Chrome 140.0.0.0,360x780,980x1757,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,trees_water,3,object-5,integrated_blocks
4,1758455529369,21/09/2025 11:52,1758459129369,1,21/09/2025 13:52,238955,3,questionnaire-jx4p,,49329797,BLINDED,14114588,,complete,,68cfe47d88cf97fa79c4a58b,computer,Desktop or Laptop,Linux x86_64,Chrome 140.0.0.0,360x780,980x1757,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_travel,4,object-4,integrated_blocks
5,1758455529371,21/09/2025 11:52,1758459129371,1,21/09/2025 13:52,238955,3,questionnaire-jx4p,,49329797,BLINDED,14114588,,complete,,68cfe47d88cf97fa79c4a58b,computer,Desktop or Laptop,Linux x86_64,Chrome 140.0.0.0,360x780,980x1757,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_watch,5,object-6,integrated_blocks
6,1758455529373,21/09/2025 11:52,1758459129373,1,21/09/2025 13:52,238955,3,questionnaire-jx4p,,49329797,BLINDED,14114588,,complete,,68cfe47d88cf97fa79c4a58b,computer,Desktop or Laptop,Linux x86_64,Chrome 140.0.0.0,360x780,980x1757,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_pizza,6,object-13,integrated_blocks
7,1758455529376,21/09/2025 11:52,1758459129376,1,21/09/2025 13:52,238955,3,questionnaire-jx4p,,49329797,BLINDED,14114588,,complete,,68cfe47d88cf97fa79c4a58b,computer,Desktop or Laptop,Linux x86_64,Chrome 140.0.0.0,360x780,980x1757,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_pizza,7,object-14,integrated_blocks
16,1758455572245,21/09/2025 11:52,1758459172245,1,21/09/2025 13:52,238955,3,questionnaire-jx4p,,49329797,BLINDED,14114588,,complete,,68cfe47d88cf97fa79c4a58b,computer,Desktop or Laptop,Linux x86_64,Chrome 140.0.0.0,360x780,980x1757,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I plan to find out more about caring for newly planted trees in my local area,response,value,3,,,trees_find_out,2,object-3,integrated_blocks
17,1758455572245,21/09/2025 11:52,1758459172245,1,21/09/2025 13:52,238955,3,questionnaire-jx4p,,49329797,BLINDED,14114588,,complete,,68cfe47d88cf97fa79c4a58b,computer,Desktop or Laptop,Linux x86_64,Chrome 140.0.0.0,360x780,980x1757,,,0,Behavioural intentions,4,Page 1,uvedb8,1,"I will water newly planted trees in my local area, especially during hot and dry weather",response,value,2,,,trees_water,3,object-5,integrated_blocks
18,1758455572246,21/09/2025 11:52,1758459172246,1,21/09/2025 13:52,238955,3,questionnaire-jx4p,,49329797,BLINDED,14114588,,complete,,68cfe47d88cf97fa79c4a58b,computer,Desktop or Laptop,Linux x86_64,Chrome 140.0.0.0,360x780,980x1757,,,0,Behavioural intentions,4,Page 1,uvedb8,1,"When I plan a holiday, scenery and geography are important to my choices",response,value,3,,,filler_travel,4,object-4,integrated_blocks
19,1758455572246,21/09/2025 11:52,1758459172246,1,21/09/2025 13:52,238955,3,questionnaire-jx4p,,49329797,BLINDED,14114588,,complete,,68cfe47d88cf97fa79c4a58b,computer,Desktop or Laptop,Linux x86_64,Chrome 140.0.0.0,360x780,980x1757,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I plan to buy a smart watch in the next three months,response,value,1,,,filler_watch,5,object-6,integrated_blocks
20,1758455572247,21/09/2025 11:52,1758459172247,1,21/09/2025 13:52,238955,3,questionnaire-jx4p,,49329797,BLINDED,14114588,,complete,,68cfe47d88cf97fa79c4a58b,computer,Desktop or Laptop,Linux x86_64,Chrome 140.0.0.0,360x780,980x1757,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I like to try new foods and new restaurants ,response,value,2,,,filler_pizza,6,object-13,integrated_blocks
21,1758455572247,21/09/2025 11:52,1758459172247,1,21/09/2025 13:52,238955,3,questionnaire-jx4p,,49329797,BLINDED,14114588,,complete,,68cfe47d88cf97fa79c4a58b,computer,Desktop or Laptop,Linux x86_64,Chrome 140.0.0.0,360x780,980x1757,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I like hearing about breakthroughs in science and technology,response,value,6,,,filler_pizza,7,object-14,integrated_blocks
22,1758455572249,21/09/2025 11:52,1758459172249,1,21/09/2025 13:52,238955,3,questionnaire-jx4p,,49329797,BLINDED,14114588,,complete,,68cfe47d88cf97fa79c4a58b,computer,Desktop or Laptop,Linux x86_64,Chrome 140.0.0.0,360x780,980x1757,,,0,Behavioural intentions,4,,,,,info,,END,42871,,,,,integrated_blocks
1,1758455541695,21/09/2025 11:52,1758459141695,1,21/09/2025 13:52,238955,3,questionnaire-jx4p,,49329803,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,Behavioural intentions,4,,,,,info,,BEGIN,,,,,,integrated_blocks
2,1758455541731,21/09/2025 11:52,1758459141731,1,21/09/2025 13:52,238955,3,questionnaire-jx4p,,49329803,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,trees_find_out,2,object-3,integrated_blocks
3,1758455541732,21/09/2025 11:52,1758459141732,1,21/09/2025 13:52,238955,3,questionnaire-jx4p,,49329803,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,trees_water,3,object-5,integrated_blocks
4,1758455541733,21/09/2025 11:52,1758459141733,1,21/09/2025 13:52,238955,3,questionnaire-jx4p,,49329803,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_travel,4,object-4,integrated_blocks
5,1758455541734,21/09/2025 11:52,1758459141734,1,21/09/2025 13:52,238955,3,questionnaire-jx4p,,49329803,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_watch,5,object-6,integrated_blocks
6,1758455541735,21/09/2025 11:52,1758459141735,1,21/09/2025 13:52,238955,3,questionnaire-jx4p,,49329803,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_pizza,6,object-13,integrated_blocks
7,1758455541736,21/09/2025 11:52,1758459141736,1,21/09/2025 13:52,238955,3,questionnaire-jx4p,,49329803,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_pizza,7,object-14,integrated_blocks
16,1758455583501,21/09/2025 11:53,1758459183501,1,21/09/2025 13:53,238955,3,questionnaire-jx4p,,49329803,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I plan to find out more about caring for newly planted trees in my local area,response,value,5,,,trees_find_out,2,object-3,integrated_blocks
17,1758455583501,21/09/2025 11:53,1758459183501,1,21/09/2025 13:53,238955,3,questionnaire-jx4p,,49329803,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,Behavioural intentions,4,Page 1,uvedb8,1,"I will water newly planted trees in my local area, especially during hot and dry weather",response,value,4,,,trees_water,3,object-5,integrated_blocks
18,1758455583501,21/09/2025 11:53,1758459183501,1,21/09/2025 13:53,238955,3,questionnaire-jx4p,,49329803,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,Behavioural intentions,4,Page 1,uvedb8,1,"When I plan a holiday, scenery and geography are important to my choices",response,value,6,,,filler_travel,4,object-4,integrated_blocks
19,1758455583501,21/09/2025 11:53,1758459183501,1,21/09/2025 13:53,238955,3,questionnaire-jx4p,,49329803,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I plan to buy a smart watch in the next three months,response,value,1,,,filler_watch,5,object-6,integrated_blocks
20,1758455583502,21/09/2025 11:53,1758459183502,1,21/09/2025 13:53,238955,3,questionnaire-jx4p,,49329803,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I like to try new foods and new restaurants ,response,value,7,,,filler_pizza,6,object-13,integrated_blocks
21,1758455583502,21/09/2025 11:53,1758459183502,1,21/09/2025 13:53,238955,3,questionnaire-jx4p,,49329803,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I like hearing about breakthroughs in science and technology,response,value,5,,,filler_pizza,7,object-14,integrated_blocks
22,1758455583502,21/09/2025 11:53,1758459183502,1,21/09/2025 13:53,238955,3,questionnaire-jx4p,,49329803,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,Behavioural intentions,4,,,,,info,,END,41766,,,,,integrated_blocks
1,1758455628477,21/09/2025 11:53,1758459228477,1,21/09/2025 13:53,238955,3,questionnaire-jx4p,,49329824,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Behavioural intentions,4,,,,,info,,BEGIN,,,,,,sep_blocks
2,1758455628564,21/09/2025 11:53,1758459228564,1,21/09/2025 13:53,238955,3,questionnaire-jx4p,,49329824,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,trees_find_out,2,object-3,sep_blocks
3,1758455628570,21/09/2025 11:53,1758459228570,1,21/09/2025 13:53,238955,3,questionnaire-jx4p,,49329824,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,trees_water,3,object-5,sep_blocks
4,1758455628574,21/09/2025 11:53,1758459228574,1,21/09/2025 13:53,238955,3,questionnaire-jx4p,,49329824,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_travel,4,object-4,sep_blocks
5,1758455628577,21/09/2025 11:53,1758459228577,1,21/09/2025 13:53,238955,3,questionnaire-jx4p,,49329824,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_watch,5,object-6,sep_blocks
6,1758455628580,21/09/2025 11:53,1758459228580,1,21/09/2025 13:53,238955,3,questionnaire-jx4p,,49329824,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_pizza,6,object-13,sep_blocks
7,1758455628583,21/09/2025 11:53,1758459228583,1,21/09/2025 13:53,238955,3,questionnaire-jx4p,,49329824,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_pizza,7,object-14,sep_blocks
16,1758455649732,21/09/2025 11:54,1758459249732,1,21/09/2025 13:54,238955,3,questionnaire-jx4p,,49329824,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I plan to find out more about caring for newly planted trees in my local area,response,value,2,,,trees_find_out,2,object-3,sep_blocks
17,1758455649732,21/09/2025 11:54,1758459249732,1,21/09/2025 13:54,238955,3,questionnaire-jx4p,,49329824,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Behavioural intentions,4,Page 1,uvedb8,1,"I will water newly planted trees in my local area, especially during hot and dry weather",response,value,2,,,trees_water,3,object-5,sep_blocks
18,1758455649733,21/09/2025 11:54,1758459249733,1,21/09/2025 13:54,238955,3,questionnaire-jx4p,,49329824,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Behavioural intentions,4,Page 1,uvedb8,1,"When I plan a holiday, scenery and geography are important to my choices",response,value,6,,,filler_travel,4,object-4,sep_blocks
19,1758455649733,21/09/2025 11:54,1758459249733,1,21/09/2025 13:54,238955,3,questionnaire-jx4p,,49329824,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I plan to buy a smart watch in the next three months,response,value,2,,,filler_watch,5,object-6,sep_blocks
20,1758455649734,21/09/2025 11:54,1758459249734,1,21/09/2025 13:54,238955,3,questionnaire-jx4p,,49329824,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I like to try new foods and new restaurants ,response,value,7,,,filler_pizza,6,object-13,sep_blocks
21,1758455649734,21/09/2025 11:54,1758459249734,1,21/09/2025 13:54,238955,3,questionnaire-jx4p,,49329824,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I like hearing about breakthroughs in science and technology,response,value,5,,,filler_pizza,7,object-14,sep_blocks
22,1758455649736,21/09/2025 11:54,1758459249736,1,21/09/2025 13:54,238955,3,questionnaire-jx4p,,49329824,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Behavioural intentions,4,,,,,info,,END,21150,,,,,sep_blocks
1,1758455780870,21/09/2025 11:56,1758459380870,1,21/09/2025 13:56,238955,3,questionnaire-jx4p,,49329864,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,Behavioural intentions,4,,,,,info,,BEGIN,,,,,,integrated_blocks
2,1758455780949,21/09/2025 11:56,1758459380949,1,21/09/2025 13:56,238955,3,questionnaire-jx4p,,49329864,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,trees_find_out,2,object-3,integrated_blocks
3,1758455780956,21/09/2025 11:56,1758459380956,1,21/09/2025 13:56,238955,3,questionnaire-jx4p,,49329864,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,trees_water,3,object-5,integrated_blocks
4,1758455780959,21/09/2025 11:56,1758459380959,1,21/09/2025 13:56,238955,3,questionnaire-jx4p,,49329864,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_travel,4,object-4,integrated_blocks
5,1758455780962,21/09/2025 11:56,1758459380962,1,21/09/2025 13:56,238955,3,questionnaire-jx4p,,49329864,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_watch,5,object-6,integrated_blocks
6,1758455780965,21/09/2025 11:56,1758459380965,1,21/09/2025 13:56,238955,3,questionnaire-jx4p,,49329864,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_pizza,6,object-13,integrated_blocks
7,1758455780968,21/09/2025 11:56,1758459380968,1,21/09/2025 13:56,238955,3,questionnaire-jx4p,,49329864,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_pizza,7,object-14,integrated_blocks
16,1758455831996,21/09/2025 11:57,1758459431996,1,21/09/2025 13:57,238955,3,questionnaire-jx4p,,49329864,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I plan to find out more about caring for newly planted trees in my local area,response,value,1,,,trees_find_out,2,object-3,integrated_blocks
17,1758455831996,21/09/2025 11:57,1758459431996,1,21/09/2025 13:57,238955,3,questionnaire-jx4p,,49329864,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,Behavioural intentions,4,Page 1,uvedb8,1,"I will water newly planted trees in my local area, especially during hot and dry weather",response,value,1,,,trees_water,3,object-5,integrated_blocks
18,1758455831997,21/09/2025 11:57,1758459431997,1,21/09/2025 13:57,238955,3,questionnaire-jx4p,,49329864,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,Behavioural intentions,4,Page 1,uvedb8,1,"When I plan a holiday, scenery and geography are important to my choices",response,value,5,,,filler_travel,4,object-4,integrated_blocks
19,1758455831997,21/09/2025 11:57,1758459431997,1,21/09/2025 13:57,238955,3,questionnaire-jx4p,,49329864,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I plan to buy a smart watch in the next three months,response,value,1,,,filler_watch,5,object-6,integrated_blocks
20,1758455831997,21/09/2025 11:57,1758459431997,1,21/09/2025 13:57,238955,3,questionnaire-jx4p,,49329864,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I like to try new foods and new restaurants ,response,value,7,,,filler_pizza,6,object-13,integrated_blocks
21,1758455831997,21/09/2025 11:57,1758459431997,1,21/09/2025 13:57,238955,3,questionnaire-jx4p,,49329864,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I like hearing about breakthroughs in science and technology,response,value,7,,,filler_pizza,7,object-14,integrated_blocks
22,1758455831998,21/09/2025 11:57,1758459431998,1,21/09/2025 13:57,238955,3,questionnaire-jx4p,,49329864,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,Behavioural intentions,4,,,,,info,,END,51029,,,,,integrated_blocks
1,1758455294555,21/09/2025 11:48,1758458894555,1,21/09/2025 13:48,238955,3,questionnaire-jx4p,,49329746,BLINDED,14114596,,complete,,68cfe4e5528afb2aae9d8ce1,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1187x667,1187x580,,,0,Behavioural intentions,4,,,,,info,,BEGIN,,,,,,integrated_blocks
2,1758455294623,21/09/2025 11:48,1758458894623,1,21/09/2025 13:48,238955,3,questionnaire-jx4p,,49329746,BLINDED,14114596,,complete,,68cfe4e5528afb2aae9d8ce1,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1187x667,1187x580,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,trees_find_out,2,object-3,integrated_blocks
3,1758455294626,21/09/2025 11:48,1758458894626,1,21/09/2025 13:48,238955,3,questionnaire-jx4p,,49329746,BLINDED,14114596,,complete,,68cfe4e5528afb2aae9d8ce1,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1187x667,1187x580,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,trees_water,3,object-5,integrated_blocks
4,1758455294629,21/09/2025 11:48,1758458894629,1,21/09/2025 13:48,238955,3,questionnaire-jx4p,,49329746,BLINDED,14114596,,complete,,68cfe4e5528afb2aae9d8ce1,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1187x667,1187x580,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_travel,4,object-4,integrated_blocks
5,1758455294632,21/09/2025 11:48,1758458894632,1,21/09/2025 13:48,238955,3,questionnaire-jx4p,,49329746,BLINDED,14114596,,complete,,68cfe4e5528afb2aae9d8ce1,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1187x667,1187x580,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_watch,5,object-6,integrated_blocks
6,1758455294635,21/09/2025 11:48,1758458894635,1,21/09/2025 13:48,238955,3,questionnaire-jx4p,,49329746,BLINDED,14114596,,complete,,68cfe4e5528afb2aae9d8ce1,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1187x667,1187x580,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_pizza,6,object-13,integrated_blocks
7,1758455294642,21/09/2025 11:48,1758458894642,1,21/09/2025 13:48,238955,3,questionnaire-jx4p,,49329746,BLINDED,14114596,,complete,,68cfe4e5528afb2aae9d8ce1,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1187x667,1187x580,,,0,Behavioural intentions,4,Page 1,uvedb8,1,,info,,4,,,filler_pizza,7,object-14,integrated_blocks
16,1758455322872,21/09/2025 11:48,1758458922872,1,21/09/2025 13:48,238955,3,questionnaire-jx4p,,49329746,BLINDED,14114596,,complete,,68cfe4e5528afb2aae9d8ce1,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1187x667,1187x580,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I plan to find out more about caring for newly planted trees in my local area,response,value,2,,,trees_find_out,2,object-3,integrated_blocks
17,1758455322873,21/09/2025 11:48,1758458922873,1,21/09/2025 13:48,238955,3,questionnaire-jx4p,,49329746,BLINDED,14114596,,complete,,68cfe4e5528afb2aae9d8ce1,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1187x667,1187x580,,,0,Behavioural intentions,4,Page 1,uvedb8,1,"I will water newly planted trees in my local area, especially during hot and dry weather",response,value,1,,,trees_water,3,object-5,integrated_blocks
18,1758455322873,21/09/2025 11:48,1758458922873,1,21/09/2025 13:48,238955,3,questionnaire-jx4p,,49329746,BLINDED,14114596,,complete,,68cfe4e5528afb2aae9d8ce1,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1187x667,1187x580,,,0,Behavioural intentions,4,Page 1,uvedb8,1,"When I plan a holiday, scenery and geography are important to my choices",response,value,7,,,filler_travel,4,object-4,integrated_blocks
19,1758455322874,21/09/2025 11:48,1758458922874,1,21/09/2025 13:48,238955,3,questionnaire-jx4p,,49329746,BLINDED,14114596,,complete,,68cfe4e5528afb2aae9d8ce1,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1187x667,1187x580,,,0,Behavioural intentions,4,Page 1,uvedb8,1,I plan to buy a smart watch in the next three months,response,value,2,,,filler_watch,5,object-6,integrated_blocks
