Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,randomiser-wisg
19,1758454965046,21/09/2025 11:42,1758458565046,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329660,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Demographics,3,Page 1,km46lf,1,What is your approximate household income?,response,quantised,2,,,Rating Scale,5,object-8,sep_blocks
20,1758454965047,21/09/2025 11:42,1758458565047,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329660,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Demographics,3,,,,,info,,END,22375,,,,,sep_blocks
1,1758454917909,21/09/2025 11:41,1758458517909,1,21/09/2025 13:41,238955,3,questionnaire-nlz5,,49329650,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Demographics,3,,,,,info,,BEGIN,,,,,,sep_blocks
2,1758454917971,21/09/2025 11:41,1758458517971,1,21/09/2025 13:41,238955,3,questionnaire-nlz5,,49329650,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Demographics,3,Page 1,km46lf,1,,info,,18,,,age Slider,1,object-2,sep_blocks
3,1758454917977,21/09/2025 11:41,1758458517977,1,21/09/2025 13:41,238955,3,questionnaire-nlz5,,49329650,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Demographics,3,Page 1,km46lf,1,,info,,0,,,distance Slider,3,object-6,sep_blocks
4,1758454917980,21/09/2025 11:41,1758458517980,1,21/09/2025 13:41,238955,3,questionnaire-nlz5,,49329650,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Demographics,3,Page 1,km46lf,1,,info,,1,,,lived Slider,4,object-7,sep_blocks
13,1758454953429,21/09/2025 11:42,1758458553429,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329650,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Demographics,3,Page 1,km46lf,1,How many years old are you?,response,value,41,,,age Slider,1,object-2,sep_blocks
14,1758454953429,21/09/2025 11:42,1758458553429,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329650,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Demographics,3,Page 1,km46lf,1,Are you,response,value,Male,,Male|Female|You would rather not say,Multiple Choice,2,object-4,sep_blocks
15,1758454953430,21/09/2025 11:42,1758458553430,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329650,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Demographics,3,Page 1,km46lf,1,Are you,response,quantised,1,,Male|Female|You would rather not say,Multiple Choice,2,object-4,sep_blocks
16,1758454953430,21/09/2025 11:42,1758458553430,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329650,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Demographics,3,Page 1,km46lf,1,Roughly how many miles do you live from a city centre?,response,value,2,,,distance Slider,3,object-6,sep_blocks
17,1758454953430,21/09/2025 11:42,1758458553430,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329650,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Demographics,3,Page 1,km46lf,1,How long have you been a resident in your local area in year?,response,value,11,,,lived Slider,4,object-7,sep_blocks
18,1758454953431,21/09/2025 11:42,1758458553431,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329650,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Demographics,3,Page 1,km46lf,1,What is your approximate household income?,response,value,"£61,000 to £90,000",,,Rating Scale,5,object-8,sep_blocks
19,1758454953431,21/09/2025 11:42,1758458553431,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329650,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Demographics,3,Page 1,km46lf,1,What is your approximate household income?,response,quantised,3,,,Rating Scale,5,object-8,sep_blocks
20,1758454953432,21/09/2025 11:42,1758458553432,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329650,BLINDED,14114587,,complete,,68cfe4764a3ac0fbaed013f9,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1536x864,1536x730,,,0,Demographics,3,,,,,info,,END,35445,,,,,sep_blocks
1,1758454936195,21/09/2025 11:42,1758458536195,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329658,BLINDED,14114588,,complete,,68cfe47d88cf97fa79c4a58b,computer,Desktop or Laptop,Linux x86_64,Chrome 140.0.0.0,360x780,980x1757,,,0,Demographics,3,,,,,info,,BEGIN,,,,,,integrated_blocks
2,1758454936288,21/09/2025 11:42,1758458536288,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329658,BLINDED,14114588,,complete,,68cfe47d88cf97fa79c4a58b,computer,Desktop or Laptop,Linux x86_64,Chrome 140.0.0.0,360x780,980x1757,,,0,Demographics,3,Page 1,km46lf,1,,info,,18,,,age Slider,1,object-2,integrated_blocks
3,1758454936293,21/09/2025 11:42,1758458536293,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329658,BLINDED,14114588,,complete,,68cfe47d88cf97fa79c4a58b,computer,Desktop or Laptop,Linux x86_64,Chrome 140.0.0.0,360x780,980x1757,,,0,Demographics,3,Page 1,km46lf,1,,info,,0,,,distance Slider,3,object-6,integrated_blocks
4,1758454936295,21/09/2025 11:42,1758458536295,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329658,BLINDED,14114588,,complete,,68cfe47d88cf97fa79c4a58b,computer,Desktop or Laptop,Linux x86_64,Chrome 140.0.0.0,360x780,980x1757,,,0,Demographics,3,Page 1,km46lf,1,,info,,1,,,lived Slider,4,object-7,integrated_blocks
14,1758454972601,21/09/2025 11:42,1758458572601,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329658,BLINDED,14114588,,complete,,68cfe47d88cf97fa79c4a58b,computer,Desktop or Laptop,Linux x86_64,Chrome 140.0.0.0,360x780,980x1757,,,0,Demographics,3,Page 1,km46lf,1,How many years old are you?,response,value,40,,,age Slider,1,object-2,integrated_blocks
15,1758454972602,21/09/2025 11:42,1758458572602,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329658,BLINDED,14114588,,complete,,68cfe47d88cf97fa79c4a58b,computer,Desktop or Laptop,Linux x86_64,Chrome 140.0.0.0,360x780,980x1757,,,0,Demographics,3,Page 1,km46lf,1,Are you,response,value,Male,,Male|Female|You would rather not say,Multiple Choice,2,object-4,integrated_blocks
16,1758454972602,21/09/2025 11:42,1758458572602,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329658,BLINDED,14114588,,complete,,68cfe47d88cf97fa79c4a58b,computer,Desktop or Laptop,Linux x86_64,Chrome 140.0.0.0,360x780,980x1757,,,0,Demographics,3,Page 1,km46lf,1,Are you,response,quantised,1,,Male|Female|You would rather not say,Multiple Choice,2,object-4,integrated_blocks
17,1758454972602,21/09/2025 11:42,1758458572602,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329658,BLINDED,14114588,,complete,,68cfe47d88cf97fa79c4a58b,computer,Desktop or Laptop,Linux x86_64,Chrome 140.0.0.0,360x780,980x1757,,,0,Demographics,3,Page 1,km46lf,1,Roughly how many miles do you live from a city centre?,response,value,1,,,distance Slider,3,object-6,integrated_blocks
18,1758454972603,21/09/2025 11:42,1758458572603,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329658,BLINDED,14114588,,complete,,68cfe47d88cf97fa79c4a58b,computer,Desktop or Laptop,Linux x86_64,Chrome 140.0.0.0,360x780,980x1757,,,0,Demographics,3,Page 1,km46lf,1,How long have you been a resident in your local area in year?,response,value,1,,,lived Slider,4,object-7,integrated_blocks
19,1758454972603,21/09/2025 11:42,1758458572603,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329658,BLINDED,14114588,,complete,,68cfe47d88cf97fa79c4a58b,computer,Desktop or Laptop,Linux x86_64,Chrome 140.0.0.0,360x780,980x1757,,,0,Demographics,3,Page 1,km46lf,1,What is your approximate household income?,response,value,"£31,000 to £60,000",,,Rating Scale,5,object-8,integrated_blocks
20,1758454972604,21/09/2025 11:42,1758458572604,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329658,BLINDED,14114588,,complete,,68cfe47d88cf97fa79c4a58b,computer,Desktop or Laptop,Linux x86_64,Chrome 140.0.0.0,360x780,980x1757,,,0,Demographics,3,Page 1,km46lf,1,What is your approximate household income?,response,quantised,2,,,Rating Scale,5,object-8,integrated_blocks
21,1758454972604,21/09/2025 11:42,1758458572604,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329658,BLINDED,14114588,,complete,,68cfe47d88cf97fa79c4a58b,computer,Desktop or Laptop,Linux x86_64,Chrome 140.0.0.0,360x780,980x1757,,,0,Demographics,3,,,,,info,,END,36304,,,,,integrated_blocks
1,1758454935382,21/09/2025 11:42,1758458535382,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329659,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,Demographics,3,,,,,info,,BEGIN,,,,,,integrated_blocks
2,1758454935421,21/09/2025 11:42,1758458535421,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329659,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,Demographics,3,Page 1,km46lf,1,,info,,18,,,age Slider,1,object-2,integrated_blocks
3,1758454935423,21/09/2025 11:42,1758458535423,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329659,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,Demographics,3,Page 1,km46lf,1,,info,,0,,,distance Slider,3,object-6,integrated_blocks
4,1758454935424,21/09/2025 11:42,1758458535424,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329659,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,Demographics,3,Page 1,km46lf,1,,info,,1,,,lived Slider,4,object-7,integrated_blocks
13,1758454955153,21/09/2025 11:42,1758458555153,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329659,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,Demographics,3,Page 1,km46lf,1,How many years old are you?,response,value,22,,,age Slider,1,object-2,integrated_blocks
14,1758454955153,21/09/2025 11:42,1758458555153,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329659,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,Demographics,3,Page 1,km46lf,1,Are you,response,value,Female,,Male|Female|You would rather not say,Multiple Choice,2,object-4,integrated_blocks
15,1758454955153,21/09/2025 11:42,1758458555153,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329659,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,Demographics,3,Page 1,km46lf,1,Are you,response,quantised,2,,Male|Female|You would rather not say,Multiple Choice,2,object-4,integrated_blocks
16,1758454955153,21/09/2025 11:42,1758458555153,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329659,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,Demographics,3,Page 1,km46lf,1,Roughly how many miles do you live from a city centre?,response,value,3,,,distance Slider,3,object-6,integrated_blocks
17,1758454955154,21/09/2025 11:42,1758458555154,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329659,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,Demographics,3,Page 1,km46lf,1,How long have you been a resident in your local area in year?,response,value,22,,,lived Slider,4,object-7,integrated_blocks
18,1758454955154,21/09/2025 11:42,1758458555154,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329659,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,Demographics,3,Page 1,km46lf,1,What is your approximate household income?,response,value,"£0 to £30,000",,,Rating Scale,5,object-8,integrated_blocks
19,1758454955154,21/09/2025 11:42,1758458555154,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329659,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,Demographics,3,Page 1,km46lf,1,What is your approximate household income?,response,quantised,1,,,Rating Scale,5,object-8,integrated_blocks
20,1758454955155,21/09/2025 11:42,1758458555155,1,21/09/2025 13:42,238955,3,questionnaire-nlz5,,49329659,BLINDED,14114590,,complete,,68cfe46d482877d289aa1fb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1440x812,,,0,Demographics,3,,,,,info,,END,19726,,,,,integrated_blocks
1,1758454990088,21/09/2025 11:43,1758458590088,1,21/09/2025 13:43,238955,3,questionnaire-nlz5,,49329677,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Demographics,3,,,,,info,,BEGIN,,,,,,sep_blocks
2,1758454990174,21/09/2025 11:43,1758458590174,1,21/09/2025 13:43,238955,3,questionnaire-nlz5,,49329677,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Demographics,3,Page 1,km46lf,1,,info,,18,,,age Slider,1,object-2,sep_blocks
3,1758454990184,21/09/2025 11:43,1758458590184,1,21/09/2025 13:43,238955,3,questionnaire-nlz5,,49329677,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Demographics,3,Page 1,km46lf,1,,info,,0,,,distance Slider,3,object-6,sep_blocks
4,1758454990188,21/09/2025 11:43,1758458590188,1,21/09/2025 13:43,238955,3,questionnaire-nlz5,,49329677,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Demographics,3,Page 1,km46lf,1,,info,,1,,,lived Slider,4,object-7,sep_blocks
13,1758455041485,21/09/2025 11:44,1758458641485,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329677,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Demographics,3,Page 1,km46lf,1,How many years old are you?,response,value,36,,,age Slider,1,object-2,sep_blocks
14,1758455041485,21/09/2025 11:44,1758458641485,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329677,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Demographics,3,Page 1,km46lf,1,Are you,response,value,Female,,Male|Female|You would rather not say,Multiple Choice,2,object-4,sep_blocks
15,1758455041486,21/09/2025 11:44,1758458641486,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329677,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Demographics,3,Page 1,km46lf,1,Are you,response,quantised,2,,Male|Female|You would rather not say,Multiple Choice,2,object-4,sep_blocks
16,1758455041486,21/09/2025 11:44,1758458641486,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329677,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Demographics,3,Page 1,km46lf,1,Roughly how many miles do you live from a city centre?,response,value,10,,,distance Slider,3,object-6,sep_blocks
17,1758455041487,21/09/2025 11:44,1758458641487,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329677,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Demographics,3,Page 1,km46lf,1,How long have you been a resident in your local area in year?,response,value,19,,,lived Slider,4,object-7,sep_blocks
18,1758455041487,21/09/2025 11:44,1758458641487,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329677,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Demographics,3,Page 1,km46lf,1,What is your approximate household income?,response,value,"£91,000 to £120,000nse",,,Rating Scale,5,object-8,sep_blocks
19,1758455041488,21/09/2025 11:44,1758458641488,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329677,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Demographics,3,Page 1,km46lf,1,What is your approximate household income?,response,quantised,4,,,Rating Scale,5,object-8,sep_blocks
20,1758455041488,21/09/2025 11:44,1758458641488,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329677,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Demographics,3,,,,,info,,END,51291,,,,,sep_blocks
1,1758455047978,21/09/2025 11:44,1758458647978,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329690,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,Demographics,3,,,,,info,,BEGIN,,,,,,integrated_blocks
2,1758455048104,21/09/2025 11:44,1758458648104,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329690,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,Demographics,3,Page 1,km46lf,1,,info,,18,,,age Slider,1,object-2,integrated_blocks
3,1758455048110,21/09/2025 11:44,1758458648110,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329690,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,Demographics,3,Page 1,km46lf,1,,info,,0,,,distance Slider,3,object-6,integrated_blocks
4,1758455048113,21/09/2025 11:44,1758458648113,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329690,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,Demographics,3,Page 1,km46lf,1,,info,,1,,,lived Slider,4,object-7,integrated_blocks
13,1758455089879,21/09/2025 11:44,1758458689879,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329690,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,Demographics,3,Page 1,km46lf,1,How many years old are you?,response,value,44,,,age Slider,1,object-2,integrated_blocks
14,1758455089880,21/09/2025 11:44,1758458689880,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329690,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,Demographics,3,Page 1,km46lf,1,Are you,response,value,Male,,Male|Female|You would rather not say,Multiple Choice,2,object-4,integrated_blocks
15,1758455089880,21/09/2025 11:44,1758458689880,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329690,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,Demographics,3,Page 1,km46lf,1,Are you,response,quantised,1,,Male|Female|You would rather not say,Multiple Choice,2,object-4,integrated_blocks
16,1758455089880,21/09/2025 11:44,1758458689880,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329690,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,Demographics,3,Page 1,km46lf,1,Roughly how many miles do you live from a city centre?,response,value,8,,,distance Slider,3,object-6,integrated_blocks
17,1758455089880,21/09/2025 11:44,1758458689880,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329690,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,Demographics,3,Page 1,km46lf,1,How long have you been a resident in your local area in year?,response,value,13,,,lived Slider,4,object-7,integrated_blocks
18,1758455089881,21/09/2025 11:44,1758458689881,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329690,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,Demographics,3,Page 1,km46lf,1,What is your approximate household income?,response,value,"£31,000 to £60,000",,,Rating Scale,5,object-8,integrated_blocks
19,1758455089881,21/09/2025 11:44,1758458689881,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329690,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,Demographics,3,Page 1,km46lf,1,What is your approximate household income?,response,quantised,2,,,Rating Scale,5,object-8,integrated_blocks
20,1758455089882,21/09/2025 11:44,1758458689882,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329690,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,Demographics,3,,,,,info,,END,41759,,,,,integrated_blocks
1,1758455042573,21/09/2025 11:44,1758458642573,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329688,BLINDED,14114596,,complete,,68cfe4e5528afb2aae9d8ce1,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1187x667,1187x580,,,0,Demographics,3,,,,,info,,BEGIN,,,,,,integrated_blocks
2,1758455042651,21/09/2025 11:44,1758458642651,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329688,BLINDED,14114596,,complete,,68cfe4e5528afb2aae9d8ce1,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1187x667,1187x580,,,0,Demographics,3,Page 1,km46lf,1,,info,,18,,,age Slider,1,object-2,integrated_blocks
3,1758455042657,21/09/2025 11:44,1758458642657,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329688,BLINDED,14114596,,complete,,68cfe4e5528afb2aae9d8ce1,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1187x667,1187x580,,,0,Demographics,3,Page 1,km46lf,1,,info,,0,,,distance Slider,3,object-6,integrated_blocks
4,1758455042660,21/09/2025 11:44,1758458642660,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329688,BLINDED,14114596,,complete,,68cfe4e5528afb2aae9d8ce1,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1187x667,1187x580,,,0,Demographics,3,Page 1,km46lf,1,,info,,1,,,lived Slider,4,object-7,integrated_blocks
13,1758455072238,21/09/2025 11:44,1758458672238,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329688,BLINDED,14114596,,complete,,68cfe4e5528afb2aae9d8ce1,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1187x667,1187x580,,,0,Demographics,3,Page 1,km46lf,1,How many years old are you?,response,value,61,,,age Slider,1,object-2,integrated_blocks
14,1758455072239,21/09/2025 11:44,1758458672239,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329688,BLINDED,14114596,,complete,,68cfe4e5528afb2aae9d8ce1,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1187x667,1187x580,,,0,Demographics,3,Page 1,km46lf,1,Are you,response,value,Male,,Male|Female|You would rather not say,Multiple Choice,2,object-4,integrated_blocks
15,1758455072239,21/09/2025 11:44,1758458672239,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329688,BLINDED,14114596,,complete,,68cfe4e5528afb2aae9d8ce1,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1187x667,1187x580,,,0,Demographics,3,Page 1,km46lf,1,Are you,response,quantised,1,,Male|Female|You would rather not say,Multiple Choice,2,object-4,integrated_blocks
16,1758455072240,21/09/2025 11:44,1758458672240,1,21/09/2025 13:44,238955,3,questionnaire-nlz5,,49329688,BLINDED,14114596,,complete,,68cfe4e5528afb2aae9d8ce1,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1187x667,1187x580,,,0,Demographics,3,Page 1,km46lf,1,Roughly how many miles do you live from a city centre?,response,value,14,,,distance Slider,3,object-6,integrated_blocks
