Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
21,1758799409574,25/09/2025 11:23:29,1758799409574,1,25/09/2025 12:23:29,239176,3,questionnaire-jx4p,,49415860,BLINDED,14139673,,complete,,68d523d420bbe8a047df158a,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1536x864,1536x695,,,0,Behavioural intentions,6,Page 1,uvedb8,1,I like hearing about breakthroughs in science and technology,response,value,6,,,filler_sci,7,object-14
22,1758799409574,25/09/2025 11:23:29,1758799409574,1,25/09/2025 12:23:29,239176,3,questionnaire-jx4p,,49415860,BLINDED,14139673,,complete,,68d523d420bbe8a047df158a,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1536x864,1536x695,,,0,Behavioural intentions,6,,,,,info,,END,33930,,,,
1,1758799674031,25/09/2025 11:27:54,1758799674031,1,25/09/2025 12:27:54,239176,3,questionnaire-jx4p,,49415984,BLINDED,14139674,,complete,,68d523d05a42b4ca36b0987a,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1536x864,1536x695,,,0,Behavioural intentions,6,,,,,info,,BEGIN,,,,,
2,1758799674101,25/09/2025 11:27:54,1758799674101,1,25/09/2025 12:27:54,239176,3,questionnaire-jx4p,,49415984,BLINDED,14139674,,complete,,68d523d05a42b4ca36b0987a,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1536x864,1536x695,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,trees_find_out,2,object-3
3,1758799674105,25/09/2025 11:27:54,1758799674105,1,25/09/2025 12:27:54,239176,3,questionnaire-jx4p,,49415984,BLINDED,14139674,,complete,,68d523d05a42b4ca36b0987a,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1536x864,1536x695,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,trees_water,3,object-5
4,1758799674109,25/09/2025 11:27:54,1758799674109,1,25/09/2025 12:27:54,239176,3,questionnaire-jx4p,,49415984,BLINDED,14139674,,complete,,68d523d05a42b4ca36b0987a,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1536x864,1536x695,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,filler_travel,4,object-4
5,1758799674111,25/09/2025 11:27:54,1758799674111,1,25/09/2025 12:27:54,239176,3,questionnaire-jx4p,,49415984,BLINDED,14139674,,complete,,68d523d05a42b4ca36b0987a,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1536x864,1536x695,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,filler_watch,5,object-6
6,1758799674114,25/09/2025 11:27:54,1758799674114,1,25/09/2025 12:27:54,239176,3,questionnaire-jx4p,,49415984,BLINDED,14139674,,complete,,68d523d05a42b4ca36b0987a,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1536x864,1536x695,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,filler_pizza,6,object-13
7,1758799674117,25/09/2025 11:27:54,1758799674117,1,25/09/2025 12:27:54,239176,3,questionnaire-jx4p,,49415984,BLINDED,14139674,,complete,,68d523d05a42b4ca36b0987a,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1536x864,1536x695,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,filler_sci,7,object-14
16,1758799707109,25/09/2025 11:28:27,1758799707109,1,25/09/2025 12:28:27,239176,3,questionnaire-jx4p,,49415984,BLINDED,14139674,,complete,,68d523d05a42b4ca36b0987a,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1536x864,1536x695,,,0,Behavioural intentions,6,Page 1,uvedb8,1,I plan to find out more about caring for newly planted trees in my local area,response,value,3,,,trees_find_out,2,object-3
17,1758799707109,25/09/2025 11:28:27,1758799707109,1,25/09/2025 12:28:27,239176,3,questionnaire-jx4p,,49415984,BLINDED,14139674,,complete,,68d523d05a42b4ca36b0987a,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1536x864,1536x695,,,0,Behavioural intentions,6,Page 1,uvedb8,1,"I will water newly planted trees in my local area, especially during hot and dry weather",response,value,3,,,trees_water,3,object-5
18,1758799707110,25/09/2025 11:28:27,1758799707110,1,25/09/2025 12:28:27,239176,3,questionnaire-jx4p,,49415984,BLINDED,14139674,,complete,,68d523d05a42b4ca36b0987a,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1536x864,1536x695,,,0,Behavioural intentions,6,Page 1,uvedb8,1,"When I plan a holiday, scenery and geography are important to my choices",response,value,6,,,filler_travel,4,object-4
19,1758799707110,25/09/2025 11:28:27,1758799707110,1,25/09/2025 12:28:27,239176,3,questionnaire-jx4p,,49415984,BLINDED,14139674,,complete,,68d523d05a42b4ca36b0987a,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1536x864,1536x695,,,0,Behavioural intentions,6,Page 1,uvedb8,1,I plan to buy a smart watch in the next three months,response,value,2,,,filler_watch,5,object-6
20,1758799707111,25/09/2025 11:28:27,1758799707111,1,25/09/2025 12:28:27,239176,3,questionnaire-jx4p,,49415984,BLINDED,14139674,,complete,,68d523d05a42b4ca36b0987a,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1536x864,1536x695,,,0,Behavioural intentions,6,Page 1,uvedb8,1,I like to try new foods and new restaurants ,response,value,6,,,filler_pizza,6,object-13
21,1758799707111,25/09/2025 11:28:27,1758799707111,1,25/09/2025 12:28:27,239176,3,questionnaire-jx4p,,49415984,BLINDED,14139674,,complete,,68d523d05a42b4ca36b0987a,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1536x864,1536x695,,,0,Behavioural intentions,6,Page 1,uvedb8,1,I like hearing about breakthroughs in science and technology,response,value,3,,,filler_sci,7,object-14
22,1758799707113,25/09/2025 11:28:27,1758799707113,1,25/09/2025 12:28:27,239176,3,questionnaire-jx4p,,49415984,BLINDED,14139674,,complete,,68d523d05a42b4ca36b0987a,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1536x864,1536x695,,,0,Behavioural intentions,6,,,,,info,,END,32995,,,,
1,1758799301203,25/09/2025 11:21:41,1758799301203,1,25/09/2025 12:21:41,239176,3,questionnaire-jx4p,,49415831,BLINDED,14139675,,complete,,68d523d1d7e26eed4698e3bf,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1024x1366,1366x888,,,0,Behavioural intentions,6,,,,,info,,BEGIN,,,,,
2,1758799301226,25/09/2025 11:21:41,1758799301226,1,25/09/2025 12:21:41,239176,3,questionnaire-jx4p,,49415831,BLINDED,14139675,,complete,,68d523d1d7e26eed4698e3bf,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1024x1366,1366x888,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,trees_find_out,2,object-3
3,1758799301227,25/09/2025 11:21:41,1758799301227,1,25/09/2025 12:21:41,239176,3,questionnaire-jx4p,,49415831,BLINDED,14139675,,complete,,68d523d1d7e26eed4698e3bf,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1024x1366,1366x888,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,trees_water,3,object-5
4,1758799301227,25/09/2025 11:21:41,1758799301227,1,25/09/2025 12:21:41,239176,3,questionnaire-jx4p,,49415831,BLINDED,14139675,,complete,,68d523d1d7e26eed4698e3bf,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1024x1366,1366x888,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,filler_travel,4,object-4
5,1758799301228,25/09/2025 11:21:41,1758799301228,1,25/09/2025 12:21:41,239176,3,questionnaire-jx4p,,49415831,BLINDED,14139675,,complete,,68d523d1d7e26eed4698e3bf,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1024x1366,1366x888,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,filler_watch,5,object-6
6,1758799301229,25/09/2025 11:21:41,1758799301229,1,25/09/2025 12:21:41,239176,3,questionnaire-jx4p,,49415831,BLINDED,14139675,,complete,,68d523d1d7e26eed4698e3bf,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1024x1366,1366x888,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,filler_pizza,6,object-13
7,1758799301229,25/09/2025 11:21:41,1758799301229,1,25/09/2025 12:21:41,239176,3,questionnaire-jx4p,,49415831,BLINDED,14139675,,complete,,68d523d1d7e26eed4698e3bf,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1024x1366,1366x888,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,filler_sci,7,object-14
16,1758799323784,25/09/2025 11:22:03,1758799323784,1,25/09/2025 12:22:03,239176,3,questionnaire-jx4p,,49415831,BLINDED,14139675,,complete,,68d523d1d7e26eed4698e3bf,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1024x1366,1366x888,,,0,Behavioural intentions,6,Page 1,uvedb8,1,I plan to find out more about caring for newly planted trees in my local area,response,value,3,,,trees_find_out,2,object-3
17,1758799323784,25/09/2025 11:22:03,1758799323784,1,25/09/2025 12:22:03,239176,3,questionnaire-jx4p,,49415831,BLINDED,14139675,,complete,,68d523d1d7e26eed4698e3bf,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1024x1366,1366x888,,,0,Behavioural intentions,6,Page 1,uvedb8,1,"I will water newly planted trees in my local area, especially during hot and dry weather",response,value,3,,,trees_water,3,object-5
18,1758799323784,25/09/2025 11:22:03,1758799323784,1,25/09/2025 12:22:03,239176,3,questionnaire-jx4p,,49415831,BLINDED,14139675,,complete,,68d523d1d7e26eed4698e3bf,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1024x1366,1366x888,,,0,Behavioural intentions,6,Page 1,uvedb8,1,"When I plan a holiday, scenery and geography are important to my choices",response,value,5,,,filler_travel,4,object-4
19,1758799323784,25/09/2025 11:22:03,1758799323784,1,25/09/2025 12:22:03,239176,3,questionnaire-jx4p,,49415831,BLINDED,14139675,,complete,,68d523d1d7e26eed4698e3bf,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1024x1366,1366x888,,,0,Behavioural intentions,6,Page 1,uvedb8,1,I plan to buy a smart watch in the next three months,response,value,3,,,filler_watch,5,object-6
20,1758799323784,25/09/2025 11:22:03,1758799323784,1,25/09/2025 12:22:03,239176,3,questionnaire-jx4p,,49415831,BLINDED,14139675,,complete,,68d523d1d7e26eed4698e3bf,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1024x1366,1366x888,,,0,Behavioural intentions,6,Page 1,uvedb8,1,I like to try new foods and new restaurants ,response,value,5,,,filler_pizza,6,object-13
21,1758799323784,25/09/2025 11:22:03,1758799323784,1,25/09/2025 12:22:03,239176,3,questionnaire-jx4p,,49415831,BLINDED,14139675,,complete,,68d523d1d7e26eed4698e3bf,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1024x1366,1366x888,,,0,Behavioural intentions,6,Page 1,uvedb8,1,I like hearing about breakthroughs in science and technology,response,value,5,,,filler_sci,7,object-14
22,1758799323785,25/09/2025 11:22:03,1758799323785,1,25/09/2025 12:22:03,239176,3,questionnaire-jx4p,,49415831,BLINDED,14139675,,complete,,68d523d1d7e26eed4698e3bf,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1024x1366,1366x888,,,0,Behavioural intentions,6,,,,,info,,END,22555,,,,
1,1758799258460,25/09/2025 11:20:58,1758799258460,1,25/09/2025 12:20:58,239176,3,questionnaire-jx4p,,49415808,BLINDED,14139676,,complete,,68d523cba078fe602f17ad9e,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x682,,,0,Behavioural intentions,6,,,,,info,,BEGIN,,,,,
2,1758799258601,25/09/2025 11:20:58,1758799258601,1,25/09/2025 12:20:58,239176,3,questionnaire-jx4p,,49415808,BLINDED,14139676,,complete,,68d523cba078fe602f17ad9e,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x682,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,trees_find_out,2,object-3
3,1758799258610,25/09/2025 11:20:58,1758799258610,1,25/09/2025 12:20:58,239176,3,questionnaire-jx4p,,49415808,BLINDED,14139676,,complete,,68d523cba078fe602f17ad9e,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x682,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,trees_water,3,object-5
4,1758799258614,25/09/2025 11:20:58,1758799258614,1,25/09/2025 12:20:58,239176,3,questionnaire-jx4p,,49415808,BLINDED,14139676,,complete,,68d523cba078fe602f17ad9e,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x682,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,filler_travel,4,object-4
5,1758799258619,25/09/2025 11:20:58,1758799258619,1,25/09/2025 12:20:58,239176,3,questionnaire-jx4p,,49415808,BLINDED,14139676,,complete,,68d523cba078fe602f17ad9e,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x682,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,filler_watch,5,object-6
6,1758799258624,25/09/2025 11:20:58,1758799258624,1,25/09/2025 12:20:58,239176,3,questionnaire-jx4p,,49415808,BLINDED,14139676,,complete,,68d523cba078fe602f17ad9e,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x682,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,filler_pizza,6,object-13
7,1758799258629,25/09/2025 11:20:58,1758799258629,1,25/09/2025 12:20:58,239176,3,questionnaire-jx4p,,49415808,BLINDED,14139676,,complete,,68d523cba078fe602f17ad9e,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x682,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,filler_sci,7,object-14
16,1758799291337,25/09/2025 11:21:31,1758799291337,1,25/09/2025 12:21:31,239176,3,questionnaire-jx4p,,49415808,BLINDED,14139676,,complete,,68d523cba078fe602f17ad9e,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x682,,,0,Behavioural intentions,6,Page 1,uvedb8,1,I plan to find out more about caring for newly planted trees in my local area,response,value,5,,,trees_find_out,2,object-3
17,1758799291337,25/09/2025 11:21:31,1758799291337,1,25/09/2025 12:21:31,239176,3,questionnaire-jx4p,,49415808,BLINDED,14139676,,complete,,68d523cba078fe602f17ad9e,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x682,,,0,Behavioural intentions,6,Page 1,uvedb8,1,"I will water newly planted trees in my local area, especially during hot and dry weather",response,value,5,,,trees_water,3,object-5
18,1758799291338,25/09/2025 11:21:31,1758799291338,1,25/09/2025 12:21:31,239176,3,questionnaire-jx4p,,49415808,BLINDED,14139676,,complete,,68d523cba078fe602f17ad9e,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x682,,,0,Behavioural intentions,6,Page 1,uvedb8,1,"When I plan a holiday, scenery and geography are important to my choices",response,value,5,,,filler_travel,4,object-4
19,1758799291338,25/09/2025 11:21:31,1758799291338,1,25/09/2025 12:21:31,239176,3,questionnaire-jx4p,,49415808,BLINDED,14139676,,complete,,68d523cba078fe602f17ad9e,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x682,,,0,Behavioural intentions,6,Page 1,uvedb8,1,I plan to buy a smart watch in the next three months,response,value,2,,,filler_watch,5,object-6
20,1758799291339,25/09/2025 11:21:31,1758799291339,1,25/09/2025 12:21:31,239176,3,questionnaire-jx4p,,49415808,BLINDED,14139676,,complete,,68d523cba078fe602f17ad9e,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x682,,,0,Behavioural intentions,6,Page 1,uvedb8,1,I like to try new foods and new restaurants ,response,value,5,,,filler_pizza,6,object-13
21,1758799291340,25/09/2025 11:21:31,1758799291340,1,25/09/2025 12:21:31,239176,3,questionnaire-jx4p,,49415808,BLINDED,14139676,,complete,,68d523cba078fe602f17ad9e,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x682,,,0,Behavioural intentions,6,Page 1,uvedb8,1,I like hearing about breakthroughs in science and technology,response,value,6,,,filler_sci,7,object-14
22,1758799291341,25/09/2025 11:21:31,1758799291341,1,25/09/2025 12:21:31,239176,3,questionnaire-jx4p,,49415808,BLINDED,14139676,,complete,,68d523cba078fe602f17ad9e,mobile,undefined K,Android 10,Samsung Internet 28.0,385x854,384x682,,,0,Behavioural intentions,6,,,,,info,,END,32710,,,,
1,1758799588006,25/09/2025 11:26:28,1758799588006,1,25/09/2025 12:26:28,239176,3,questionnaire-jx4p,,49415948,BLINDED,14139677,,complete,,68d523c8d60ee904ed4957ca,computer,Desktop or Laptop,Windows 10,Firefox 139.0,1536x864,1536x731,,,0,Behavioural intentions,6,,,,,info,,BEGIN,,,,,
2,1758799588155,25/09/2025 11:26:28,1758799588155,1,25/09/2025 12:26:28,239176,3,questionnaire-jx4p,,49415948,BLINDED,14139677,,complete,,68d523c8d60ee904ed4957ca,computer,Desktop or Laptop,Windows 10,Firefox 139.0,1536x864,1536x731,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,trees_find_out,2,object-3
3,1758799588160,25/09/2025 11:26:28,1758799588160,1,25/09/2025 12:26:28,239176,3,questionnaire-jx4p,,49415948,BLINDED,14139677,,complete,,68d523c8d60ee904ed4957ca,computer,Desktop or Laptop,Windows 10,Firefox 139.0,1536x864,1536x731,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,trees_water,3,object-5
4,1758799588169,25/09/2025 11:26:28,1758799588169,1,25/09/2025 12:26:28,239176,3,questionnaire-jx4p,,49415948,BLINDED,14139677,,complete,,68d523c8d60ee904ed4957ca,computer,Desktop or Laptop,Windows 10,Firefox 139.0,1536x864,1536x731,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,filler_travel,4,object-4
5,1758799588174,25/09/2025 11:26:28,1758799588174,1,25/09/2025 12:26:28,239176,3,questionnaire-jx4p,,49415948,BLINDED,14139677,,complete,,68d523c8d60ee904ed4957ca,computer,Desktop or Laptop,Windows 10,Firefox 139.0,1536x864,1536x731,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,filler_watch,5,object-6
6,1758799588180,25/09/2025 11:26:28,1758799588180,1,25/09/2025 12:26:28,239176,3,questionnaire-jx4p,,49415948,BLINDED,14139677,,complete,,68d523c8d60ee904ed4957ca,computer,Desktop or Laptop,Windows 10,Firefox 139.0,1536x864,1536x731,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,filler_pizza,6,object-13
7,1758799588189,25/09/2025 11:26:28,1758799588189,1,25/09/2025 12:26:28,239176,3,questionnaire-jx4p,,49415948,BLINDED,14139677,,complete,,68d523c8d60ee904ed4957ca,computer,Desktop or Laptop,Windows 10,Firefox 139.0,1536x864,1536x731,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,filler_sci,7,object-14
16,1758799625357,25/09/2025 11:27:05,1758799625357,1,25/09/2025 12:27:05,239176,3,questionnaire-jx4p,,49415948,BLINDED,14139677,,complete,,68d523c8d60ee904ed4957ca,computer,Desktop or Laptop,Windows 10,Firefox 139.0,1536x864,1536x731,,,0,Behavioural intentions,6,Page 1,uvedb8,1,I plan to find out more about caring for newly planted trees in my local area,response,value,1,,,trees_find_out,2,object-3
17,1758799625357,25/09/2025 11:27:05,1758799625357,1,25/09/2025 12:27:05,239176,3,questionnaire-jx4p,,49415948,BLINDED,14139677,,complete,,68d523c8d60ee904ed4957ca,computer,Desktop or Laptop,Windows 10,Firefox 139.0,1536x864,1536x731,,,0,Behavioural intentions,6,Page 1,uvedb8,1,"I will water newly planted trees in my local area, especially during hot and dry weather",response,value,1,,,trees_water,3,object-5
18,1758799625357,25/09/2025 11:27:05,1758799625357,1,25/09/2025 12:27:05,239176,3,questionnaire-jx4p,,49415948,BLINDED,14139677,,complete,,68d523c8d60ee904ed4957ca,computer,Desktop or Laptop,Windows 10,Firefox 139.0,1536x864,1536x731,,,0,Behavioural intentions,6,Page 1,uvedb8,1,"When I plan a holiday, scenery and geography are important to my choices",response,value,1,,,filler_travel,4,object-4
19,1758799625357,25/09/2025 11:27:05,1758799625357,1,25/09/2025 12:27:05,239176,3,questionnaire-jx4p,,49415948,BLINDED,14139677,,complete,,68d523c8d60ee904ed4957ca,computer,Desktop or Laptop,Windows 10,Firefox 139.0,1536x864,1536x731,,,0,Behavioural intentions,6,Page 1,uvedb8,1,I plan to buy a smart watch in the next three months,response,value,1,,,filler_watch,5,object-6
20,1758799625357,25/09/2025 11:27:05,1758799625357,1,25/09/2025 12:27:05,239176,3,questionnaire-jx4p,,49415948,BLINDED,14139677,,complete,,68d523c8d60ee904ed4957ca,computer,Desktop or Laptop,Windows 10,Firefox 139.0,1536x864,1536x731,,,0,Behavioural intentions,6,Page 1,uvedb8,1,I like to try new foods and new restaurants ,response,value,1,,,filler_pizza,6,object-13
21,1758799625357,25/09/2025 11:27:05,1758799625357,1,25/09/2025 12:27:05,239176,3,questionnaire-jx4p,,49415948,BLINDED,14139677,,complete,,68d523c8d60ee904ed4957ca,computer,Desktop or Laptop,Windows 10,Firefox 139.0,1536x864,1536x731,,,0,Behavioural intentions,6,Page 1,uvedb8,1,I like hearing about breakthroughs in science and technology,response,value,6,,,filler_sci,7,object-14
22,1758799625357,25/09/2025 11:27:05,1758799625357,1,25/09/2025 12:27:05,239176,3,questionnaire-jx4p,,49415948,BLINDED,14139677,,complete,,68d523c8d60ee904ed4957ca,computer,Desktop or Laptop,Windows 10,Firefox 139.0,1536x864,1536x731,,,0,Behavioural intentions,6,,,,,info,,END,37168,,,,
1,1758799499962,25/09/2025 11:24:59,1758799499962,1,25/09/2025 12:24:59,239176,3,questionnaire-jx4p,,49415919,BLINDED,14139678,,complete,,68d523d355e44f05e5a4315d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1512x982,1512x813,,,0,Behavioural intentions,6,,,,,info,,BEGIN,,,,,
2,1758799499983,25/09/2025 11:24:59,1758799499983,1,25/09/2025 12:24:59,239176,3,questionnaire-jx4p,,49415919,BLINDED,14139678,,complete,,68d523d355e44f05e5a4315d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1512x982,1512x813,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,trees_find_out,2,object-3
3,1758799499984,25/09/2025 11:24:59,1758799499984,1,25/09/2025 12:24:59,239176,3,questionnaire-jx4p,,49415919,BLINDED,14139678,,complete,,68d523d355e44f05e5a4315d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1512x982,1512x813,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,trees_water,3,object-5
4,1758799499985,25/09/2025 11:24:59,1758799499985,1,25/09/2025 12:24:59,239176,3,questionnaire-jx4p,,49415919,BLINDED,14139678,,complete,,68d523d355e44f05e5a4315d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1512x982,1512x813,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,filler_travel,4,object-4
5,1758799499985,25/09/2025 11:24:59,1758799499985,1,25/09/2025 12:24:59,239176,3,questionnaire-jx4p,,49415919,BLINDED,14139678,,complete,,68d523d355e44f05e5a4315d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1512x982,1512x813,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,filler_watch,5,object-6
6,1758799499986,25/09/2025 11:24:59,1758799499986,1,25/09/2025 12:24:59,239176,3,questionnaire-jx4p,,49415919,BLINDED,14139678,,complete,,68d523d355e44f05e5a4315d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1512x982,1512x813,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,filler_pizza,6,object-13
7,1758799499986,25/09/2025 11:24:59,1758799499986,1,25/09/2025 12:24:59,239176,3,questionnaire-jx4p,,49415919,BLINDED,14139678,,complete,,68d523d355e44f05e5a4315d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1512x982,1512x813,,,0,Behavioural intentions,6,Page 1,uvedb8,1,,info,,4,,,filler_sci,7,object-14
16,1758799522762,25/09/2025 11:25:22,1758799522762,1,25/09/2025 12:25:22,239176,3,questionnaire-jx4p,,49415919,BLINDED,14139678,,complete,,68d523d355e44f05e5a4315d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1512x982,1512x813,,,0,Behavioural intentions,6,Page 1,uvedb8,1,I plan to find out more about caring for newly planted trees in my local area,response,value,5,,,trees_find_out,2,object-3
17,1758799522762,25/09/2025 11:25:22,1758799522762,1,25/09/2025 12:25:22,239176,3,questionnaire-jx4p,,49415919,BLINDED,14139678,,complete,,68d523d355e44f05e5a4315d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1512x982,1512x813,,,0,Behavioural intentions,6,Page 1,uvedb8,1,"I will water newly planted trees in my local area, especially during hot and dry weather",response,value,4,,,trees_water,3,object-5
18,1758799522763,25/09/2025 11:25:22,1758799522763,1,25/09/2025 12:25:22,239176,3,questionnaire-jx4p,,49415919,BLINDED,14139678,,complete,,68d523d355e44f05e5a4315d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1512x982,1512x813,,,0,Behavioural intentions,6,Page 1,uvedb8,1,"When I plan a holiday, scenery and geography are important to my choices",response,value,6,,,filler_travel,4,object-4
19,1758799522763,25/09/2025 11:25:22,1758799522763,1,25/09/2025 12:25:22,239176,3,questionnaire-jx4p,,49415919,BLINDED,14139678,,complete,,68d523d355e44f05e5a4315d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1512x982,1512x813,,,0,Behavioural intentions,6,Page 1,uvedb8,1,I plan to buy a smart watch in the next three months,response,value,1,,,filler_watch,5,object-6
20,1758799522763,25/09/2025 11:25:22,1758799522763,1,25/09/2025 12:25:22,239176,3,questionnaire-jx4p,,49415919,BLINDED,14139678,,complete,,68d523d355e44f05e5a4315d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1512x982,1512x813,,,0,Behavioural intentions,6,Page 1,uvedb8,1,I like to try new foods and new restaurants ,response,value,7,,,filler_pizza,6,object-13
21,1758799522763,25/09/2025 11:25:22,1758799522763,1,25/09/2025 12:25:22,239176,3,questionnaire-jx4p,,49415919,BLINDED,14139678,,complete,,68d523d355e44f05e5a4315d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1512x982,1512x813,,,0,Behavioural intentions,6,Page 1,uvedb8,1,I like hearing about breakthroughs in science and technology,response,value,6,,,filler_sci,7,object-14
22,1758799522764,25/09/2025 11:25:22,1758799522764,1,25/09/2025 12:25:22,239176,3,questionnaire-jx4p,,49415919,BLINDED,14139678,,complete,,68d523d355e44f05e5a4315d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1512x982,1512x813,,,0,Behavioural intentions,6,,,,,info,,END,22778,,,,
